0,1,0,5000000000,0.000000
1,0,0,5000000000,0.000000
0,10,0,5000000000,0.000000
10,0,0,5000000000,0.000000
1,2,0,5000000000,0.000000
2,1,0,5000000000,0.000000
1,11,0,5000000000,0.000000
11,1,0,5000000000,0.000000
2,3,0,5000000000,0.000000
3,2,0,5000000000,0.000000
2,12,0,500000000,0.001043
2,12,500000000,1000000000,0.006307
2,12,1000000000,1500000000,0.008986
2,12,1500000000,5000000000,0.000000
12,2,0,500000000,0.055245
12,2,500000000,1000000000,0.365045
12,2,1000000000,1500000000,0.431316
12,2,1500000000,5000000000,0.000000
3,4,0,5000000000,0.000000
4,3,0,5000000000,0.000000
3,13,0,5000000000,0.000000
13,3,0,5000000000,0.000000
4,5,0,5000000000,0.000000
5,4,0,5000000000,0.000000
4,14,0,5000000000,0.000000
14,4,0,5000000000,0.000000
5,6,0,5000000000,0.000000
6,5,0,5000000000,0.000000
5,15,0,5000000000,0.000000
15,5,0,5000000000,0.000000
6,7,0,5000000000,0.000000
7,6,0,5000000000,0.000000
6,16,0,5000000000,0.000000
16,6,0,5000000000,0.000000
7,8,0,5000000000,0.000000
8,7,0,5000000000,0.000000
7,17,0,5000000000,0.000000
17,7,0,5000000000,0.000000
8,9,0,5000000000,0.000000
9,8,0,5000000000,0.000000
8,18,0,5000000000,0.000000
18,8,0,5000000000,0.000000
0,9,0,5000000000,0.000000
9,0,0,5000000000,0.000000
9,19,0,5000000000,0.000000
19,9,0,5000000000,0.000000
10,11,0,5000000000,0.000000
11,10,0,5000000000,0.000000
10,20,0,5000000000,0.000000
20,10,0,5000000000,0.000000
11,12,0,5000000000,0.000000
12,11,0,5000000000,0.000000
11,21,0,5000000000,0.000000
21,11,0,5000000000,0.000000
12,13,0,5000000000,0.000000
13,12,0,5000000000,0.000000
12,22,0,500000000,0.000525
12,22,500000000,1000000000,0.006048
12,22,1000000000,1500000000,0.009763
12,22,1500000000,5000000000,0.000000
22,12,0,500000000,0.055245
22,12,500000000,1000000000,0.371692
22,12,1000000000,1500000000,0.424668
22,12,1500000000,5000000000,0.000000
13,14,0,5000000000,0.000000
14,13,0,5000000000,0.000000
13,23,0,5000000000,0.000000
23,13,0,5000000000,0.000000
14,15,0,5000000000,0.000000
15,14,0,5000000000,0.000000
14,24,0,5000000000,0.000000
24,14,0,5000000000,0.000000
15,16,0,5000000000,0.000000
16,15,0,5000000000,0.000000
15,25,0,5000000000,0.000000
25,15,0,5000000000,0.000000
16,17,0,5000000000,0.000000
17,16,0,5000000000,0.000000
16,26,0,5000000000,0.000000
26,16,0,5000000000,0.000000
17,18,0,5000000000,0.000000
18,17,0,5000000000,0.000000
17,27,0,5000000000,0.000000
27,17,0,5000000000,0.000000
18,19,0,5000000000,0.000000
19,18,0,5000000000,0.000000
18,28,0,5000000000,0.000000
28,18,0,5000000000,0.000000
10,19,0,5000000000,0.000000
19,10,0,5000000000,0.000000
19,29,0,5000000000,0.000000
29,19,0,5000000000,0.000000
20,21,0,5000000000,0.000000
21,20,0,5000000000,0.000000
20,30,0,5000000000,0.000000
30,20,0,5000000000,0.000000
21,22,0,5000000000,0.000000
22,21,0,5000000000,0.000000
21,31,0,5000000000,0.000000
31,21,0,5000000000,0.000000
22,23,0,500000000,0.000525
22,23,500000000,1000000000,0.005789
22,23,1000000000,1500000000,0.010022
22,23,1500000000,5000000000,0.000000
23,22,0,500000000,0.055245
23,22,500000000,1000000000,0.392342
23,22,1000000000,1500000000,0.404019
23,22,1500000000,5000000000,0.000000
22,32,0,500000000,0.000352
22,32,500000000,1000000000,0.003110
22,32,1000000000,1500000000,0.010627
22,32,1500000000,2000000000,0.002246
22,32,2000000000,5000000000,0.000000
32,22,0,500000000,0.023123
32,22,500000000,1000000000,0.156019
32,22,1000000000,1500000000,0.608816
32,22,1500000000,2000000000,0.063647
32,22,2000000000,5000000000,0.000000
23,24,0,5000000000,0.000000
24,23,0,5000000000,0.000000
23,33,0,5000000000,0.000000
33,23,0,5000000000,0.000000
24,25,0,5000000000,0.000000
25,24,0,5000000000,0.000000
24,34,0,5000000000,0.000000
34,24,0,5000000000,0.000000
25,26,0,5000000000,0.000000
26,25,0,5000000000,0.000000
25,35,0,5000000000,0.000000
35,25,0,5000000000,0.000000
26,27,0,5000000000,0.000000
27,26,0,5000000000,0.000000
26,36,0,5000000000,0.000000
36,26,0,5000000000,0.000000
27,28,0,5000000000,0.000000
28,27,0,5000000000,0.000000
27,37,0,5000000000,0.000000
37,27,0,5000000000,0.000000
28,29,0,5000000000,0.000000
29,28,0,5000000000,0.000000
28,38,0,5000000000,0.000000
38,28,0,5000000000,0.000000
20,29,0,5000000000,0.000000
29,20,0,5000000000,0.000000
29,39,0,5000000000,0.000000
39,29,0,5000000000,0.000000
30,31,0,500000000,0.023123
30,31,500000000,1000000000,0.207062
30,31,1000000000,1500000000,0.621334
30,31,1500000000,2000000000,0.000086
30,31,2000000000,5000000000,0.000000
31,30,0,500000000,0.000093
31,30,500000000,1000000000,0.003283
31,30,1000000000,1500000000,0.009504
31,30,1500000000,2000000000,0.003456
31,30,2000000000,5000000000,0.000000
30,40,0,5000000000,0.000000
40,30,0,5000000000,0.000000
31,32,0,500000000,0.046246
31,32,500000000,1000000000,0.741119
31,32,1000000000,1500000000,0.886555
31,32,1500000000,2000000000,0.029290
31,32,2000000000,5000000000,0.000000
32,31,0,500000000,0.000186
32,31,500000000,1000000000,0.013478
32,31,1000000000,1500000000,0.015984
32,31,1500000000,2000000000,0.003024
32,31,2000000000,5000000000,0.000000
31,41,0,5000000000,0.000000
41,31,0,5000000000,0.000000
32,33,0,500000000,0.000000
32,33,500000000,1000000000,0.023123
32,33,1000000000,1500000000,0.156019
