req_id,gs_node_id,response_pkt_id,total_response_pkts,t_response_emit_ns,t_response_recv_ns,network_return_delay_ns,src_compute_sat_id,L_in,L_out
0,101,0,2,361879573,361879573,0,-1,441,157
0,101,1,2,361879573,361879573,0,-1,441,157
1,101,0,2,3588667580,3588667580,0,-1,1868,210
1,101,1,2,3588667580,3588667580,0,-1,1868,210
2,101,0,2,4073188578,4073188578,0,-1,1139,147
2,101,1,2,4073188578,4073188578,0,-1,1139,147
3,101,0,2,4937918791,4937918791,0,-1,2000,166
3,101,1,2,4937918791,4937918791,0,-1,2000,166
4,101,0,2,5376138894,5376138894,0,-1,2000,194
4,101,1,2,5376138894,5376138894,0,-1,2000,194
5,101,0,2,8196759326,8196759326,0,-1,2000,128
5,101,1,2,8196759326,8196759326,0,-1,2000,128
6,101,0,2,13524735537,13524735537,0,-1,1154,182
6,101,1,2,13524735537,13524735537,0,-1,1154,182
7,101,0,2,15007362913,15007362913,0,-1,2000,150
7,101,1,2,15007362913,15007362913,0,-1,2000,150
8,101,0,2,15118204174,15118204174,0,-1,921,168
8,101,1,2,15118204174,15118204174,0,-1,921,168
9,101,0,2,17365357117,17365357117,0,-1,1193,217
9,101,1,2,17365357117,17365357117,0,-1,1193,217
10,101,0,2,19706710832,19706710832,0,-1,2000,261
10,101,1,2,19706710832,19706710832,0,-1,2000,261
11,101,0,2,20094077412,20094077412,0,-1,138,234
11,101,1,2,20094077412,20094077412,0,-1,138,234
12,101,0,2,21940453166,21940453166,0,-1,322,200
12,101,1,2,21940453166,21940453166,0,-1,322,200
13,101,0,2,24116960511,24116960511,0,-1,2000,111
13,101,1,2,24116960511,24116960511,0,-1,2000,111
14,101,0,2,27793998741,27793998741,0,-1,193,175
14,101,1,2,27793998741,27793998741,0,-1,193,175
15,101,0,2,28680543865,28680543865,0,-1,1224,239
15,101,1,2,28680543865,28680543865,0,-1,1224,239
16,101,0,2,28902969826,28902969826,0,-1,2000,246
16,101,1,2,28902969826,28902969826,0,-1,2000,246
17,101,0,2,31607787534,31607787534,0,-1,719,221
17,101,1,2,31607787534,31607787534,0,-1,719,221
18,101,0,2,31856733734,31856733734,0,-1,2000,164
18,101,1,2,31856733734,31856733734,0,-1,2000,164
19,101,0,2,32342846649,32342846649,0,-1,1175,150
19,101,1,2,32342846649,32342846649,0,-1,1175,150
20,101,0,2,34162333629,34162333629,0,-1,1210,231
20,101,1,2,34162333629,34162333629,0,-1,1210,231
21,101,0,2,34603379122,34603379122,0,-1,2000,216
21,101,1,2,34603379122,34603379122,0,-1,2000,216
22,101,0,2,34866346899,34866346899,0,-1,475,194
22,101,1,2,34866346899,34866346899,0,-1,475,194
23,101,0,2,35434868889,35434868889,0,-1,1118,165
23,101,1,2,35434868889,35434868889,0,-1,1118,165
24,101,0,2,35909865990,35909865990,0,-1,1033,184
24,101,1,2,35909865990,35909865990,0,-1,1033,184
25,101,0,2,37261828154,37261828154,0,-1,132,156
25,101,1,2,37261828154,37261828154,0,-1,132,156
26,101,0,2,38999649498,38999649498,0,-1,342,124
26,101,1,2,38999649498,38999649498,0,-1,342,124
27,101,0,2,39781465102,39781465102,0,-1,1881,181
27,101,1,2,39781465102,39781465102,0,-1,1881,181
28,101,0,2,41231186077,41231186077,0,-1,2000,106
28,101,1,2,41231186077,41231186077,0,-1,2000,106
29,101,0,2,41997374462,41997374462,0,-1,320,184
29,101,1,2,41997374462,41997374462,0,-1,320,184
30,101,0,2,42266067106,42266067106,0,-1,314,165
30,101,1,2,42266067106,42266067106,0,-1,314,165
31,101,0,2,42805308394,42805308394,0,-1,2000,193
31,101,1,2,42805308394,42805308394,0,-1,2000,193
32,101,0,2,45303557671,45303557671,0,-1,185,173
32,101,1,2,45303557671,45303557671,0,-1,185,173
33,101,0,2,46207056713,46207056713,0,-1,1139,183
33,101,1,2,46207056713,46207056713,0,-1,1139,183
34,101,0,2,46423150114,46423150114,0,-1,1127,164
34,101,1,2,46423150114,46423150114,0,-1,1127,164
35,101,0,2,46835449154,46835449154,0,-1,381,258
35,101,1,2,46835449154,46835449154,0,-1,381,258
36,101,0,2,47639187533,47639187533,0,-1,1066,136
36,101,1,2,47639187533,47639187533,0,-1,1066,136
37,101,0,2,50882301430,50882301430,0,-1,1156,108
37,101,1,2,50882301430,50882301430,0,-1,1156,108
38,101,0,2,54150892180,54150892180,0,-1,2000,266
38,101,1,2,54150892180,54150892180,0,-1,2000,266
39,101,0,2,56707791853,56707791853,0,-1,1182,124
39,101,1,2,56707791853,56707791853,0,-1,1182,124
40,101,0,2,56983084846,56983084846,0,-1,2000,205
40,101,1,2,56983084846,56983084846,0,-1,2000,205
41,101,0,2,57421016083,57421016083,0,-1,2000,176
41,101,1,2,57421016083,57421016083,0,-1,2000,176
42,101,0,2,57586356293,57586356293,0,-1,1474,163
42,101,1,2,57586356293,57586356293,0,-1,1474,163
43,101,0,2,57621301913,57621301913,0,-1,131,219
43,101,1,2,57621301913,57621301913,0,-1,131,219
44,101,0,2,59102240008,59102240008,0,-1,2000,238
44,101,1,2,59102240008,59102240008,0,-1,2000,238
45,101,0,2,59173145249,59173145249,0,-1,529,179
45,101,1,2,59173145249,59173145249,0,-1,529,179
