req_id,gs_node_id,response_pkt_id,total_response_pkts,t_response_emit_ns,t_response_recv_ns,network_return_delay_ns,src_compute_sat_id,L_in,L_out
0,103,0,2,1127251823,1127251823,0,-1,1134,209
0,103,1,2,1127251823,1127251823,0,-1,1134,209
1,103,0,2,2654267282,2654267282,0,-1,312,227
1,103,1,2,2654267282,2654267282,0,-1,312,227
2,103,0,2,2856996117,2856996117,0,-1,1017,288
2,103,1,2,2856996117,2856996117,0,-1,1017,288
3,103,0,2,3204277530,3204277530,0,-1,1139,154
3,103,1,2,3204277530,3204277530,0,-1,1139,154
4,103,0,2,3240777568,3240777568,0,-1,161,197
4,103,1,2,3240777568,3240777568,0,-1,161,197
5,103,0,2,4442500728,4442500728,0,-1,1574,188
5,103,1,2,4442500728,4442500728,0,-1,1574,188
6,103,0,2,5610669879,5610669879,0,-1,2000,206
6,103,1,2,5610669879,5610669879,0,-1,2000,206
7,103,0,2,6197060646,6197060646,0,-1,2000,194
7,103,1,2,6197060646,6197060646,0,-1,2000,194
8,103,0,2,7338270955,7338270955,0,-1,1352,223
8,103,1,2,7338270955,7338270955,0,-1,1352,223
9,103,0,2,7392441243,7392441243,0,-1,339,209
9,103,1,2,7392441243,7392441243,0,-1,339,209
10,103,0,2,7503080987,7503080987,0,-1,895,220
10,103,1,2,7503080987,7503080987,0,-1,895,220
11,103,0,2,7699881929,7699881929,0,-1,1726,271
11,103,1,2,7699881929,7699881929,0,-1,1726,271
12,103,0,2,7956906278,7956906278,0,-1,1021,152
12,103,1,2,7956906278,7956906278,0,-1,1021,152
13,103,0,2,9231648247,9231648247,0,-1,571,207
13,103,1,2,9231648247,9231648247,0,-1,571,207
14,103,0,2,10382067047,10382067047,0,-1,386,264
14,103,1,2,10382067047,10382067047,0,-1,386,264
15,103,0,2,11002059263,11002059263,0,-1,2000,174
15,103,1,2,11002059263,11002059263,0,-1,2000,174
16,103,0,2,12878461903,12878461903,0,-1,250,199
16,103,1,2,12878461903,12878461903,0,-1,250,199
17,103,0,2,13329110160,13329110160,0,-1,890,207
17,103,1,2,13329110160,13329110160,0,-1,890,207
18,103,0,2,13990157307,13990157307,0,-1,346,176
18,103,1,2,13990157307,13990157307,0,-1,346,176
19,103,0,2,14159485365,14159485365,0,-1,1107,233
19,103,1,2,14159485365,14159485365,0,-1,1107,233
20,103,0,2,14495361095,14495361095,0,-1,250,329
20,103,1,2,14495361095,14495361095,0,-1,250,329
