req_id,compute_sat_id,src_node_id,t_queue_enter_ns,t_compute_start_ns,t_compute_end_ns,T_compute_ns,T_queue_wait_ns,L_in,L_out
12,0,101,2882849812,13245001554,13300201554,55200000,10362151742,322,260
34,0,103,2953966928,13300201554,13343201554,43000000,10346234626,248,164
35,0,103,3072004699,13343201554,13442701554,99500000,10271196855,801,188
36,0,103,3118931802,13442701554,13474401554,31700000,10323769752,112,210
17,0,100,3168346872,13474401554,13604301554,129900000,10306054682,1147,104
37,0,103,3233604575,13604301554,13805101554,200800000,10370696979,1782,252
27,0,102,3235953158,13805101554,13910101554,105000000,10569148396,857,186
18,0,100,3258512696,13910101554,13946651554,36550000,10651588858,226,79
28,0,102,3268285103,13946651554,14004851554,58200000,10678366451,347,270
19,0,100,3271521901,14004851554,14227001554,222150000,10733329653,2000,243
13,0,101,3319388717,14227001554,14444701554,217700000,10907612837,2000,154
20,0,100,3326495875,14444701554,14656201554,211500000,11118205679,1885,260
29,0,102,3380268248,14656201554,14858801554,202600000,11275933306,1816,220
30,0,102,3470869349,14858801554,14894801554,36000000,11387932205,153,214
38,0,103,3473772103,14894801554,15119101554,224300000,11421029451,2000,286
39,0,103,3480493759,15119101554,15346601554,227500000,11638607795,2000,350
21,0,100,3506456539,15346601554,15408401554,61800000,11840145015,449,138
22,0,100,3516124290,15408401554,15627251554,218850000,11892277264,2000,177
40,0,103,3599744122,15627251554,15745051554,117800000,12027507432,1028,100
41,0,103,3680396668,15745051554,15965501554,220450000,12064654886,2000,209
42,0,103,3699414022,15965501554,16087751554,122250000,12266087532,1011,223
31,0,102,3720950782,16087751554,16146601554,58850000,12366800772,427,123
32,0,102,3783492586,16146601554,16288351554,141750000,12363108968,1183,269
14,0,101,3822331391,16288351554,16331651554,43300000,12466020163,193,280
43,0,103,3838932013,16331651554,16462701554,131050000,12492719541,1095,231
33,0,102,3850408709,16462701554,16552151554,89450000,12612292845,686,217
44,0,103,3864016344,16552151554,16599501554,47350000,12688135210,248,251
45,0,103,3910994994,16599501554,16730001554,130500000,12688506560,1070,270
15,0,101,3970708045,16730001554,16875801554,145800000,12759293509,1224,268
16,0,101,3988121432,16875801554,17101351554,225550000,12887680122,2000,311
46,0,103,4011096521,17101351554,17248601554,147250000,13090255033,1251,243
47,0,103,4060396607,17248601554,17306951554,58350000,13188204947,386,195
23,0,100,4063745480,17306951554,17525201554,218250000,13243206074,2000,165
34,0,102,4066435078,17525201554,17661651554,136450000,13458766476,1139,251
24,0,100,4069331830,17661651554,17719651554,58000000,13592319724,360,240
25,0,100,4082883384,17719651554,17857501554,137850000,13636768170,1218,121
35,0,102,4174831696,17857501554,18077201554,219700000,13682669858,2000,194
48,0,103,4203318816,18077201554,18296151554,218950000,13873882738,2000,179
36,0,102,4224410084,18296151554,18428001554,131850000,14071741470,1118,201
26,0,100,4232694243,18428001554,18467301554,39300000,14195307311,151,284
49,0,103,4269278058,18467301554,18518801554,51500000,14198023496,298,234
27,0,100,4274396130,18518801554,18660301554,141500000,14244405424,1211,208
50,0,103,4274522026,18660301554,18714751554,54450000,14385779528,312,265
51,0,103,4287897907,18714751554,18846951554,132200000,14426853647,1139,166
28,0,100,4403145204,18846951554,18879001554,32050000,14443806350,179,83
17,0,101,4435762902,18879001554,18968651554,89650000,14443238652,719,155
29,0,100,4447647678,18968651554,18999001554,30350000,14521003876,99,209
18,0,101,4455974050,18999001554,19216301554,217300000,14543027504,2000,146
52,0,103,4543984357,19216301554,19275801554,59500000,14672317197,386,218
19,0,101,4549578910,19275801554,19412001554,136200000,14726222644,1175,174
37,0,102,4617819256,19412001554,19631951554,219950000,14794182298,2000,199
53,0,103,4649179021,19631951554,19657001554,25050000,14982772533,71,159
38,0,102,4692581579,19657001554,19803301554,146300000,14964419975,1231,264
54,0,103,4838455833,19803301554,19892151554,88850000,14964845721,691,195
20,0,101,4949766981,19892151554,20032601554,140450000,14942384573,1210,189
21,0,101,4990508903,20032601554,20253451554,220850000,15042092651,2000,217
55,0,103,5006722148,20253451554,20450801554,197350000,15246729406,1749,249
22,0,101,5043735656,20450801554,20517251554,66450000,15407065898,475,179
39,0,102,5045825255,20517251554,20735151554,217900000,15471426299,2000,158
30,0,100,5051399651,20735151554,20955651554,220500000,15683751903,2000,210
23,0,101,5055169248,20955651554,21088951554,133300000,15900482306,1118,230
31,0,100,5080577015,21088951554,21309351554,220400000,16008374539,2000,208
40,0,102,5098922820,21309351554,21445351554,136000000,16210428734,1170,180
24,0,101,5111391828,21445351554,21569651554,124300000,16333959726,1033,220
32,0,100,5112334228,21569651554,21791751554,222100000,16457317326,2000,242
56,0,103,5170837200,21791751554,21844551554,52800000,16620914354,346,164
57,0,103,5240149214,21844551554,21958751554,114200000,16604402340,921,242
41,0,102,5248734368,21958751554,22177301554,218550000,16710017186,2000,171
25,0,101,5269652019,22177301554,22210251554,32950000,16907649535,132,195
42,0,102,5273616816,22210251554,22418501554,208250000,16936634738,1869,227
43,0,102,5274733275,22418501554,22467001554,48500000,17143768279,283,204
58,0,103,5294540966,22467001554,22588401554,121400000,17172460588,1047,134
44,0,102,5337216102,22588401554,22734951554,146550000,17251185452,1249,233
45,0,102,5389788160,22734951554,22955351554,220400000,17345163394,2000,208
59,0,103,5393516595,22955351554,23068501554,113150000,17561834959,921,221
60,0,103,5418865428,23068501554,23112301554,43800000,17649636126,247,182
46,0,102,5440886259,23112301554,23239801554,127500000,17671415295,1082,186
61,0,103,5456027398,23239801554,23457101554,217300000,17783774156,2000,146
26,0,101,5522853962,23457101554,23511701554,54600000,17934247592,342,208
33,0,100,5569523187,23511701554,23727751554,216050000,17942178367,2000,121
34,0,100,5570839986,23727751554,23784751554,57000000,18156911568,365,210
27,0,101,5586920345,23784751554,23992551554,207800000,18197831209,1881,194
35,0,100,5661617723,23992551554,24126801554,134250000,18330933831,1139,207
36,0,100,5663927778,24126801554,24203051554,76250000,18462873776,583,159
37,0,100,5774352385,24203051554,24421551554,218500000,18428699169,2000,170
62,0,103,5879774215,24421551554,24532151554,110600000,18541777339,918,176
28,0,101,5906644754,24532151554,24756451554,224300000,18625506800,2000,286
38,0,100,5921149020,24756451554,24874401554,117950000,18835302534,982,195
63,0,103,6006344083,24874401554,25029251554,154850000,18868057471,1322,253
64,0,103,6009400113,25029251554,25136851554,107600000,19019851441,895,162
65,0,103,6018334883,25136851554,25268701554,131850000,19118516671,1105,227
29,0,101,6023965532,25268701554,25319301554,50600000,19244736022,320,172
30,0,101,6059776354,25319301554,25376601554,57300000,19259525200,314,318
66,0,103,6181375337,25376601554,25564951554,188350000,19195226217,1660,247
31,0,101,6219231453,25564951554,25789551554,224600000,19345720101,2000,292
67,0,103,6233826696,25789551554,25848151554,58600000,19555724858,386,200
68,0,103,6271822740,25848151554,26069851554,221700000,19576328814,2000,234
47,0,102,6279199928,26069851554,26176701554,106850000,19790651626,891,155
48,0,102,6314017615,26176701554,26296351554,119650000,19862683939,971,251
69,0,103,6336366702,26296351554,26516701554,220350000,19959984852,2000,207
49,0,102,6385633564,26516701554,26589751554,73050000,20131067990,525,211
39,0,100,6413585529,26589751554,26654651554,64900000,20176166025,483,132
32,0,101,6433313795,26654651554,26692851554,38200000,20221337759,185,194
70,0,103,6448307603,26692851554,26806201554,113350000,20244543951,921,225
71,0,103,6451363627,26806201554,26913151554,106950000,20354837927,895,149
72,0,103,6493286933,26913151554,27105351554,192200000,20419864621,1796,52
50,0,102,6498079004,27105351554,27155401554,50050000,20607272550,283,235
33,0,101,6509137920,27155401554,27293401554,138000000,20646263634,1139,282
40,0,100,6541618076,27293401554,27383351554,89950000,20751783478,692,215
34,0,101,6559419627,27383351554,27517701554,134350000,20823931927,1127,233
73,0,103,6576493193,27517701554,27591201554,73500000,20941208361,514,242
35,0,101,6593156130,27591201554,27646701554,55500000,20998045424,381,148
41,0,100,6633851042,27646701554,27816851554,170150000,21012850512,1483,237
74,0,103,6661839300,27816851554,27940501554,123650000,21155012254,1009,255
36,0,101,6683828691,27940501554,28068501554,128000000,21256672863,1066,228
51,0,102,6712873021,28068501554,28139901554,71400000,21355628533,473,282
75,0,103,6761789760,28139901554,28245551554,105650000,21378111794,895,123
42,0,100,6781460118,28245551554,28390051554,144500000,21464091436,1244,202
76,0,103,6794586053,28390051554,28491251554,101200000,21595465501,779,266
43,0,100,6848200660,28491251554,28551101554,59850000,21643050894,389,219
52,0,102,6863726919,28551101554,28753001554,201900000,21687374635,1835,168
53,0,102,6896737206,28753001554,28922701554,169700000,21856264348,1527,140
77,0,103,6916552055,28922701554,28983351554,60650000,22006149499,386,241
44,0,100,6922383763,28983351554,29018851554,35500000,22060967791,149,212
54,0,102,6953520505,29018851554,29107451554,88600000,22065331049,734,104
45,0,100,6967575117,29107451554,29134751554,27300000,22139876437,84,178
55,0,102,7072591200,29134751554,29354701554,219950000,22062160354,2000,199
78,0,103,7164998483,29354701554,29574401554,219700000,22189703071,2000,194
46,0,100,7166442934,29574401554,29608701554,34300000,22407958620,154,178
37,0,101,7184468332,29608701554,29746501554,137800000,22424233222,1156,244
79,0,103,7209538106,29746501554,29885151554,138650000,22536963448,1139,295
