req_id,gs_node_id,response_pkt_id,total_response_pkts,t_response_emit_ns,t_response_recv_ns,network_return_delay_ns,src_compute_sat_id,L_in,L_out
0,100,0,2,1446185894,1446185894,0,-1,1688,243
0,100,1,2,1446185894,1446185894,0,-1,1688,243
1,100,0,2,4478589910,4478589910,0,-1,2000,247
1,100,1,2,4478589910,4478589910,0,-1,2000,247
2,100,0,2,5463102569,5463102569,0,-1,1139,169
2,100,1,2,5463102569,5463102569,0,-1,1139,169
3,100,0,2,5543073336,5543073336,0,-1,636,139
3,100,1,2,5543073336,5543073336,0,-1,636,139
4,100,0,2,5664575265,5664575265,0,-1,283,168
4,100,1,2,5664575265,5664575265,0,-1,283,168
5,100,0,2,6510944796,6510944796,0,-1,1068,176
5,100,1,2,6510944796,6510944796,0,-1,1068,176
6,100,0,2,6733541861,6733541861,0,-1,2000,231
6,100,1,2,6733541861,6733541861,0,-1,2000,231
7,100,0,2,7135526110,7135526110,0,-1,1321,218
7,100,1,2,7135526110,7135526110,0,-1,1321,218
8,100,0,2,7366576407,7366576407,0,-1,1715,156
8,100,1,2,7366576407,7366576407,0,-1,1715,156
9,100,0,2,7515535673,7515535673,0,-1,166,287
9,100,1,2,7515535673,7515535673,0,-1,166,287
10,100,0,2,8098963869,8098963869,0,-1,2000,235
10,100,1,2,8098963869,8098963869,0,-1,2000,235
11,100,0,2,9679975000,9679975000,0,-1,1578,317
11,100,1,2,9679975000,9679975000,0,-1,1578,317
12,100,0,2,9942025688,9942025688,0,-1,263,203
12,100,1,2,9942025688,9942025688,0,-1,263,203
13,100,0,2,10695239661,10695239661,0,-1,2000,273
13,100,1,2,10695239661,10695239661,0,-1,2000,273
14,100,0,2,12140234915,12140234915,0,-1,1139,182
14,100,1,2,12140234915,12140234915,0,-1,1139,182
15,100,0,2,12466619563,12466619563,0,-1,2000,260
15,100,1,2,12466619563,12466619563,0,-1,2000,260
16,100,0,2,12772721791,12772721791,0,-1,2000,167
16,100,1,2,12772721791,12772721791,0,-1,2000,167
17,100,0,2,13674926379,13674926379,0,-1,1147,104
17,100,1,2,13674926379,13674926379,0,-1,1147,104
18,100,0,2,14016782827,14016782827,0,-1,226,79
18,100,1,2,14016782827,14016782827,0,-1,226,79
19,100,0,2,14300270464,14300270464,0,-1,2000,243
19,100,1,2,14300270464,14300270464,0,-1,2000,243
20,100,0,2,14729779903,14729779903,0,-1,1885,260
20,100,1,2,14729779903,14729779903,0,-1,1885,260
21,100,0,2,15479607856,15479607856,0,-1,449,138
21,100,1,2,15479607856,15479607856,0,-1,449,138
22,100,0,2,15699198000,15699198000,0,-1,2000,177
22,100,1,2,15699198000,15699198000,0,-1,2000,177
23,100,0,2,17596842935,17596842935,0,-1,2000,165
23,100,1,2,17596842935,17596842935,0,-1,2000,165
24,100,0,2,17792725286,17792725286,0,-1,360,240
24,100,1,2,17792725286,17792725286,0,-1,360,240
25,100,0,2,17928285120,17928285120,0,-1,1218,121
25,100,1,2,17928285120,17928285120,0,-1,1218,121
26,100,0,2,18541190759,18541190759,0,-1,151,284
26,100,1,2,18541190759,18541190759,0,-1,151,284
27,100,0,2,18732724027,18732724027,0,-1,1211,208
27,100,1,2,18732724027,18732724027,0,-1,1211,208
28,100,0,2,18949015531,18949015531,0,-1,179,83
28,100,1,2,18949015531,18949015531,0,-1,179,83
29,100,0,2,19071429976,19071429976,0,-1,99,209
29,100,1,2,19071429976,19071429976,0,-1,99,209
30,100,0,2,21028022839,21028022839,0,-1,2000,210
30,100,1,2,21028022839,21028022839,0,-1,2000,210
31,100,0,2,21381670679,21381670679,0,-1,2000,208
31,100,1,2,21381670679,21381670679,0,-1,2000,208
32,100,0,2,21864704737,21864704737,0,-1,2000,242
32,100,1,2,21864704737,21864704737,0,-1,2000,242
33,100,0,2,23798306584,23798306584,0,-1,2000,121
33,100,1,2,23798306584,23798306584,0,-1,2000,121
34,100,0,2,23857013145,23857013145,0,-1,365,210
34,100,1,2,23857013145,23857013145,0,-1,365,210
35,100,0,2,24198992339,24198992339,0,-1,1139,207
35,100,1,2,24198992339,24198992339,0,-1,1139,207
36,100,0,2,24274317818,24274317818,0,-1,583,159
36,100,1,2,24274317818,24274317818,0,-1,583,159
37,100,0,2,24493020579,24493020579,0,-1,2000,170
37,100,1,2,24493020579,24493020579,0,-1,2000,170
38,100,0,2,24946333122,24946333122,0,-1,982,195
38,100,1,2,24946333122,24946333122,0,-1,982,195
39,100,0,2,26725305152,26725305152,0,-1,483,132
39,100,1,2,26725305152,26725305152,0,-1,483,132
40,100,0,2,27455570820,27455570820,0,-1,692,215
40,100,1,2,27455570820,27455570820,0,-1,692,215
41,100,0,2,27889476655,27889476655,0,-1,1483,237
41,100,1,2,27889476655,27889476655,0,-1,1483,237
42,100,0,2,28461982778,28461982778,0,-1,1244,202
42,100,1,2,28461982778,28461982778,0,-1,1244,202
43,100,0,2,28623353039,28623353039,0,-1,389,219
43,100,1,2,28623353039,28623353039,0,-1,389,219
44,100,0,2,29090950823,29090950823,0,-1,149,212
44,100,1,2,29090950823,29090950823,0,-1,149,212
45,100,0,2,29206193632,29206193632,0,-1,84,178
45,100,1,2,29206193632,29206193632,0,-1,84,178
46,100,0,2,29680125610,29680125610,0,-1,154,178
46,100,1,2,29680125610,29680125610,0,-1,154,178
