req_id,src_gs_idx,t_emit_ns,L_in,L_out
147,1,26715327822,179,10
148,1,27115530524,199,42
149,1,27632450047,1098,28
150,1,27656466388,217,34
151,1,27867200602,2569,380
152,1,28304376949,1123,5
153,1,28376600928,6430,10
154,1,28740373177,3851,107
155,1,29045828263,1139,101
156,1,29351776938,9814,13
157,1,29927326916,349,1
158,1,29934221077,2473,930
159,1,30006877449,1139,99
160,1,30350809584,4260,357
161,1,30460188343,739,8
162,1,30732997935,2810,27
163,1,30796123906,337,60
164,1,30882540400,149,14
165,1,30934333429,848,101
166,1,31017469423,709,1
167,1,31074660974,5465,227
168,1,31291507270,454,487
169,1,31424397615,971,210
170,1,31696606873,745,8
171,1,31770609333,283,186
172,1,31869114562,686,171
173,1,31898275347,1830,199
174,1,32079137691,9759,30
175,1,32111116370,779,189
176,1,32752504716,278,14
177,1,32946087090,7253,255
178,1,33201951416,374,75
179,1,33381453063,3979,347
180,1,33606141312,2459,361
181,1,33662873022,126,6
182,1,33750547866,1081,213
183,1,33796703119,9627,11
184,1,33804087448,5436,10
185,1,33835302316,432,49
186,1,33939259099,936,71
187,1,34017544678,283,193
188,1,34088733039,9708,24
189,1,34223455806,139,10
190,1,34274396016,305,201
191,1,34472517485,234,112
192,1,34742805580,1080,185
193,1,34781359170,1504,78
194,1,34829236824,526,48
195,1,34918584468,9807,18
196,1,35396028246,9768,13
197,1,35471229481,5940,10
198,1,35489283026,2522,179
199,1,35500126557,1465,336
200,1,35611147885,696,239
201,1,35701022932,940,77
202,1,35756579980,985,197
203,1,35827764307,4348,200
204,1,35877827757,1021,330
205,1,35901751318,509,216
206,1,36021897153,3215,3020
207,1,36169198390,1739,1340
208,1,36275190302,977,1
209,1,36375782759,403,18
210,1,36455373839,3712,133
211,1,36608422756,1050,192
212,1,36993518029,380,213
213,1,37243548190,290,199
214,1,37697708261,131,15
215,1,37967405013,225,774
216,1,38279588700,1084,123
217,1,38407595154,20716,256
218,1,38480669330,1422,30
219,1,38562149288,7902,97
220,1,38799985634,84,1
221,1,39346543266,1242,231
222,1,39537987470,1269,176
223,1,39859881002,1139,103
224,1,39920779598,3851,96
225,1,40078555287,7832,629
226,1,40141955120,493,47
227,1,40188186417,1943,35
228,1,40263701669,441,225
229,1,40656189045,1803,1
230,1,40757607516,1154,130
231,1,40758942154,1550,93
232,1,41031627125,3170,151
233,1,41152954919,6197,10
234,1,41165312279,2130,193
235,1,41265218454,312,202
236,1,41909229427,171,12
237,1,42091078410,1443,286
238,1,42479582224,419,531
239,1,42479642671,1139,84
240,1,42715037179,3588,231
241,1,43010878846,4206,596
242,1,43395009151,3686,283
243,1,43420505768,4290,136
244,1,43580643691,936,28
245,1,43800266554,2520,152
246,1,43949017665,2061,207
247,1,44036822545,1398,28
248,1,44123519705,1200,74
249,1,44230693544,1071,215
250,1,44322213358,884,201
251,1,44637238425,301,29
252,1,45024945809,874,92
253,1,45112699611,1479,22
254,1,45205400156,4705,151
255,1,45394441154,1240,7
256,1,45574615531,796,214
257,1,45735048481,3851,118
258,1,45893122235,1172,71
259,1,45993790353,2946,253
260,1,46250779950,1070,212
261,1,46330647999,4347,283
262,1,46709912810,873,213
263,1,47156744749,5812,10
264,1,47446988716,491,206
265,1,47584592961,390,67
266,1,47719026126,3189,207
267,1,47859135234,854,205
268,1,47955349293,974,29
269,1,48030016640,702,178
270,1,48317119732,749,23
271,1,49252224929,1237,261
272,1,49390764191,1172,76
273,1,49401383617,144,84
274,1,49744733488,1049,242
275,1,49846504854,1676,94
276,1,49972123511,851,84
277,1,50004219974,1822,8
278,1,50091506741,1168,80
279,1,50440821858,2368,8
280,1,50614629010,10696,17
281,1,50732822541,750,19
282,1,50872146205,1085,28
283,1,50993682588,390,9
284,1,51147775908,133,161
285,1,51218589657,1399,239
286,1,51445696419,114,13
287,1,51495609491,1442,156
288,1,51682814292,7202,534
289,1,51764380991,649,187
290,1,52231067873,757,461
291,1,52245148866,9785,18
292,1,52466116229,5867,10
293,1,52769118428,5291,10
294,1,52800958502,1979,37
295,1,52870394830,386,254
296,1,53084248708,153,11
297,1,53191388403,103,5
298,1,53313664988,258,12
299,1,53962812175,570,57
300,1,53983445045,1278,207
301,1,54019143579,4222,374
302,1,54089724166,9763,19
303,1,54156067382,1144,206
304,1,54245882088,3461,356
305,1,54598060066,1414,110
306,1,54826923057,9711,23
307,1,54884881200,345,32
308,1,54952320068,437,17
309,1,55027383170,2936,3265
310,1,55205577963,664,210
311,1,55444655389,905,8
312,1,55551320653,5916,36
313,1,55632513426,1136,198
314,1,55956674020,664,306
315,1,55999478092,6767,184
316,1,56335646557,949,26
317,1,56363661593,9785,18
318,1,56663769837,341,50
319,1,57034569486,1970,37
320,1,57157722718,148,19
321,1,57250670665,147,5
322,1,57351117517,477,589
323,1,57352388909,2110,29
324,1,57474190991,3353,224
325,1,57477373007,1662,8
326,1,57483867543,947,228
327,1,58119264894,862,100
328,1,58228919052,4215,334
329,1,58380894580,1007,1
330,1,59086020629,3820,993
331,1,59151889218,3716,466
332,1,59246407170,386,823
333,1,59882027368,2221,96
