req_id,gs_node_id,response_pkt_id,total_response_pkts,t_response_emit_ns,t_response_recv_ns,network_return_delay_ns,src_compute_sat_id,L_in,L_out
0,100,0,2,836755749,836755749,0,-1,404,184
0,100,1,2,836755749,836755749,0,-1,404,184
1,100,0,2,1264872843,1264872843,0,-1,383,225
1,100,1,2,1264872843,1264872843,0,-1,383,225
2,100,0,2,1474713614,1474713614,0,-1,331,178
2,100,1,2,1474713614,1474713614,0,-1,331,178
3,100,0,2,1998738039,1998738039,0,-1,550,259
3,100,1,2,1998738039,1998738039,0,-1,550,259
4,100,0,2,2142476602,2142476602,0,-1,584,156
4,100,1,2,2142476602,2142476602,0,-1,584,156
5,100,0,2,2253171180,2253171180,0,-1,559,148
5,100,1,2,2253171180,2253171180,0,-1,559,148
6,100,0,2,2349705166,2349705166,0,-1,625,243
6,100,1,2,2349705166,2349705166,0,-1,625,243
7,100,0,2,2935339937,2935339937,0,-1,515,248
7,100,1,2,2935339937,2935339937,0,-1,515,248
8,100,0,2,3370223104,3370223104,0,-1,444,135
8,100,1,2,3370223104,3370223104,0,-1,444,135
9,100,0,2,3691489788,3691489788,0,-1,614,161
9,100,1,2,3691489788,3691489788,0,-1,614,161
10,100,0,2,3936543409,3936543409,0,-1,560,236
10,100,1,2,3936543409,3936543409,0,-1,560,236
11,100,0,2,4591009984,4591009984,0,-1,499,150
11,100,1,2,4591009984,4591009984,0,-1,499,150
12,100,0,2,5545990623,5545990623,0,-1,437,274
12,100,1,2,5545990623,5545990623,0,-1,437,274
13,100,0,2,7179327724,7179327724,0,-1,506,275
13,100,1,2,7179327724,7179327724,0,-1,506,275
14,100,0,2,7476748620,7476748620,0,-1,425,161
14,100,1,2,7476748620,7476748620,0,-1,425,161
15,100,0,2,7538491989,7538491989,0,-1,487,276
15,100,1,2,7538491989,7538491989,0,-1,487,276
16,100,0,2,7743182233,7743182233,0,-1,493,229
16,100,1,2,7743182233,7743182233,0,-1,493,229
17,100,0,2,8207353857,8207353857,0,-1,499,241
17,100,1,2,8207353857,8207353857,0,-1,499,241
18,100,0,2,8412432044,8412432044,0,-1,515,258
18,100,1,2,8412432044,8412432044,0,-1,515,258
19,100,0,2,9747005545,9747005545,0,-1,525,289
19,100,1,2,9747005545,9747005545,0,-1,525,289
20,100,0,2,9839267520,9839267520,0,-1,499,188
20,100,1,2,9839267520,9839267520,0,-1,499,188
21,100,0,2,10017720187,10017720187,0,-1,338,217
21,100,1,2,10017720187,10017720187,0,-1,338,217
22,100,0,2,10186812607,10186812607,0,-1,569,286
22,100,1,2,10186812607,10186812607,0,-1,569,286
23,100,0,2,10408124448,10408124448,0,-1,355,232
23,100,1,2,10408124448,10408124448,0,-1,355,232
24,100,0,2,10500946718,10500946718,0,-1,442,247
24,100,1,2,10500946718,10500946718,0,-1,442,247
25,100,0,2,11115402573,11115402573,0,-1,543,199
25,100,1,2,11115402573,11115402573,0,-1,543,199
26,100,0,2,12077265886,12077265886,0,-1,564,226
26,100,1,2,12077265886,12077265886,0,-1,564,226
27,100,0,2,13413143291,13413143291,0,-1,407,195
27,100,1,2,13413143291,13413143291,0,-1,407,195
28,100,0,2,13563351937,13563351937,0,-1,623,139
28,100,1,2,13563351937,13563351937,0,-1,623,139
29,100,0,2,13613915712,13613915712,0,-1,620,253
29,100,1,2,13613915712,13613915712,0,-1,620,253
30,100,0,2,14094376938,14094376938,0,-1,538,196
30,100,1,2,14094376938,14094376938,0,-1,538,196
31,100,0,2,15326764069,15326764069,0,-1,585,169
31,100,1,2,15326764069,15326764069,0,-1,585,169
32,100,0,2,16412083594,16412083594,0,-1,446,139
32,100,1,2,16412083594,16412083594,0,-1,446,139
33,100,0,2,16833702544,16833702544,0,-1,561,143
33,100,1,2,16833702544,16833702544,0,-1,561,143
34,100,0,2,17524690300,17524690300,0,-1,524,168
34,100,1,2,17524690300,17524690300,0,-1,524,168
35,100,0,2,17716214943,17716214943,0,-1,398,121
35,100,1,2,17716214943,17716214943,0,-1,398,121
36,100,0,2,19018938139,19018938139,0,-1,499,227
36,100,1,2,19018938139,19018938139,0,-1,499,227
37,100,0,2,19353011412,19353011412,0,-1,467,257
37,100,1,2,19353011412,19353011412,0,-1,467,257
38,100,0,2,20496623859,20496623859,0,-1,554,236
38,100,1,2,20496623859,20496623859,0,-1,554,236
39,100,0,2,21029337944,21029337944,0,-1,635,176
39,100,1,2,21029337944,21029337944,0,-1,635,176
40,100,0,2,21073079068,21073079068,0,-1,519,231
40,100,1,2,21073079068,21073079068,0,-1,519,231
41,100,0,2,21390737124,21390737124,0,-1,538,219
41,100,1,2,21390737124,21390737124,0,-1,538,219
42,100,0,2,22443761212,22443761212,0,-1,580,134
42,100,1,2,22443761212,22443761212,0,-1,580,134
43,100,0,2,22735715635,22735715635,0,-1,478,218
43,100,1,2,22735715635,22735715635,0,-1,478,218
44,100,0,2,22839970729,22839970729,0,-1,545,159
44,100,1,2,22839970729,22839970729,0,-1,545,159
45,100,0,2,23353990507,23353990507,0,-1,525,156
45,100,1,2,23353990507,23353990507,0,-1,525,156
46,100,0,2,23793755782,23793755782,0,-1,585,130
46,100,1,2,23793755782,23793755782,0,-1,585,130
47,100,0,2,24154263201,24154263201,0,-1,337,287
47,100,1,2,24154263201,24154263201,0,-1,337,287
48,100,0,2,24182933909,24182933909,0,-1,426,181
48,100,1,2,24182933909,24182933909,0,-1,426,181
49,100,0,2,24285584408,24285584408,0,-1,532,274
49,100,1,2,24285584408,24285584408,0,-1,532,274
50,100,0,2,26260929361,26260929361,0,-1,453,166
50,100,1,2,26260929361,26260929361,0,-1,453,166
