Configure run and logs directory,400884
Configure simulator,811919
Setup TCP parameters,352903
Create initial single forwarding state,211283947
Setup routing arbiter on each node,65631071
Create initial single forwarding state,16430311
Set first GSL interface bandwidth,4829480
Setup LLM workload scheduler,2484026
Whatever is between previous timestamp and the simulation run,9260
Run simulation,1542066341
Destroy simulator,11824763
