req_id,compute_sat_id,src_node_id,t_queue_enter_ns,t_compute_start_ns,t_compute_end_ns,T_compute_ns,T_queue_wait_ns,L_in,L_out
0,0,100,763491487,763491487,764079487,588000,0,404,184
1,0,100,1190818753,1190818753,1191426753,608000,0,383,225
2,0,100,1401669459,1401669459,1402178459,509000,0,331,178
3,0,100,1923859926,1923859926,1924668926,809000,0,550,259
4,0,100,2069650956,2069650956,2070390956,740000,0,584,156
5,0,100,2180536634,2180536634,2181243634,707000,0,559,148
6,0,100,2275089495,2275089495,2275957495,868000,0,625,243
7,0,100,2860756985,2860756985,2861519985,763000,0,515,248
8,0,100,3298011389,3298011389,3298590389,579000,0,444,135
9,0,100,3618595851,3618595851,3619370851,775000,0,614,161
10,0,100,3862198372,3862198372,3862994372,796000,0,560,236
11,0,100,4518489597,4518489597,4519138597,649000,0,499,150
12,0,100,5471065897,5471065897,5471776897,711000,0,437,274
13,0,100,7104379517,7104379517,7105160517,781000,0,506,275
14,0,100,7404196176,7404196176,7404782176,586000,0,425,161
15,0,100,7463556993,7463556993,7464319993,763000,0,487,276
16,0,100,7669198870,7669198870,7669920870,722000,0,493,229
17,0,100,8133140704,8133140704,8133880704,740000,0,499,241
18,0,100,8337867706,8337867706,8338640706,773000,0,515,258
19,0,100,9671858373,9671858373,9672672373,814000,0,525,289
20,0,100,9766190278,9766190278,9766877278,687000,0,499,188
21,0,100,9944225248,9944225248,9944780248,555000,0,338,217
22,0,100,10111699608,10111699608,10112554608,855000,0,569,286
23,0,100,10334325098,10334325098,10334912098,587000,0,355,232
24,0,100,10426761061,10426761061,10427450061,689000,0,442,247
25,0,100,11042110025,11042110025,11042852025,742000,0,543,199
26,0,100,12003445227,12003445227,12004235227,790000,0,564,226
27,0,100,13340158863,13340158863,13340760863,602000,0,407,195
28,0,100,13491288676,13491288676,13492050676,762000,0,623,139
29,0,100,13539554603,13539554603,13540427603,873000,0,620,253
30,0,100,14021268276,14021268276,14022002276,734000,0,538,196
31,0,100,15254202527,15254202527,15254956527,754000,0,585,169
32,0,100,16340309851,16340309851,16340894851,585000,0,446,139
33,0,100,16761749572,16761749572,16762453572,704000,0,561,143
34,0,100,17452296470,17452296470,17452988470,692000,0,524,168
35,0,100,17644904060,17644904060,17645423060,519000,0,398,121
36,0,100,18945436058,18945436058,18946162058,726000,0,499,227
37,0,100,19278948362,19278948362,19279672362,724000,0,467,257
38,0,100,20422942662,20422942662,20423732662,790000,0,554,236
39,0,100,20956808526,20956808526,20957619526,811000,0,635,176
40,0,100,20999556334,20999556334,21000306334,750000,0,519,231
41,0,100,21317450149,21317450149,21318207149,757000,0,538,219
42,0,100,22372190154,22372190154,22372904154,714000,0,580,134
43,0,100,22662561058,22662561058,22663257058,696000,0,478,218
44,0,100,22767945017,22767945017,22768649017,704000,0,545,159
45,0,100,23282065290,23282065290,23282746290,681000,0,525,156
46,0,100,23722312776,23722312776,23723027776,715000,0,585,130
47,0,100,24079910657,24079910657,24080534657,624000,0,337,287
48,0,100,24110634719,24110634719,24111241719,607000,0,426,181
49,0,100,24211304541,24211304541,24212110541,806000,0,532,274
50,0,100,26188986147,26188986147,26189605147,619000,0,453,166
51,0,100,26333028100,26333028100,26333784100,756000,0,637,119
52,0,100,26778407414,26778407414,26779314414,907000,0,672,235
53,0,100,26902909635,26902909635,26903677635,768000,0,456,312
54,0,100,27851300820,27851300820,27851947820,647000,0,425,222
