req_id,compute_sat_id,t_first_arrival_ns,t_last_arrival_ns,D_gather_ns,total_pkts_expected,total_pkts_received,src_node_id,L_in,L_out_expected,t_emit_ns
0,2,684138668,684549867,411199,2,2,102,454,0,528861465
1,2,929437783,929848981,411198,2,2,102,454,0,774155163
2,2,1214943448,1215565846,622398,2,2,102,520,0,1059654518
3,2,1693054878,1693805277,750399,2,2,102,560,0,1537755319
4,2,1895721964,1896113961,391997,2,2,102,448,0,1740417878
5,2,2044523889,2045146285,622396,2,2,102,520,0,1889216463
6,2,2174969023,2175725821,756798,2,2,102,562,0,2019658674
7,2,2620784004,2621547202,763198,2,2,102,564,0,2465463615
8,2,2751526367,2752398365,871998,2,2,102,598,0,2596203014
9,2,2846203690,2846579688,375998,2,2,102,443,0,2690878210
10,2,3226815210,3227623208,807998,2,2,102,578,0,3071481052
11,2,3356735574,3356961173,225599,2,2,102,396,0,3201398469
12,2,3542134468,3542872067,737599,2,2,102,556,0,3386793139
13,2,3619017075,3619335473,318398,2,2,102,425,0,3463673975
14,2,3640089637,3640852835,763198,2,2,102,564,0,3484746054
15,2,3680104180,3680582578,478398,2,2,102,475,0,3524759683
16,2,4953226482,4953720879,494397,2,2,102,480,0,4797852567
17,2,5315561927,5316104323,542396,2,2,102,495,0,5160179528
18,2,5855170536,5856536941,1366405,2,2,102,739,0,5699775473
19,2,6289196817,6290155214,958397,2,2,102,625,0,6133791491
20,2,6604260769,6604329567,68798,2,2,102,347,0,6448847961
21,2,6800725893,6801316291,590398,2,2,102,510,0,6645308388
22,2,8369361985,8370121984,759999,2,2,102,563,0,8213906703
23,2,8942163406,8942840204,676798,2,2,102,537,0,8786694123
24,2,10532712748,10533463147,750399,2,2,102,560,0,10377204113
25,2,11063010062,11063626060,615998,2,2,102,518,0,10907488153
26,2,11565451555,11566278754,827199,2,2,102,584,0,11409917005
27,2,13062393763,13063288161,894398,2,2,102,605,0,12906821065
28,2,14812583420,14812953016,369596,2,2,102,441,0,14656965283
29,2,15440391275,15441151274,759999,2,2,102,563,0,15284756636
30,2,15564709477,15565261475,551998,2,2,102,498,0,15409071536
31,2,15756649842,15757345841,695999,2,2,102,543,0,15601006820
32,2,16294411367,16294848165,436798,2,2,102,462,0,16138754088
33,2,16438923560,16439053159,129599,2,2,102,366,0,16283262418
34,2,16513080012,16513488010,407998,2,2,102,453,0,16357416904
35,2,16779809453,16780067051,257598,2,2,102,406,0,16624139200
36,2,17158794573,17159864971,1070398,2,2,102,660,0,17003114155
37,2,17757294665,17757821063,526398,2,2,102,490,0,17601598129
38,2,18458948516,18459650914,702398,2,2,102,545,0,18303232926
39,2,18465289043,18465482641,193598,2,2,102,386,0,18309573289
40,2,19216987580,19217459577,471997,2,2,102,473,0,19061251270
41,2,19542272285,19543035484,763199,2,2,102,564,0,19386527030
42,2,20112764602,20114012609,1248007,2,2,102,702,0,19957003574
43,2,20544323714,20544594112,270398,2,2,102,410,0,20388550718
44,2,20558529064,20559292262,763198,2,2,102,564,0,20402755688
45,2,21192255387,21192784985,529598,2,2,102,491,0,21036464323
46,2,21582916910,21583491307,574397,2,2,102,505,0,21427114857
47,2,22471910769,22472437167,526398,2,2,102,490,0,22316083610
48,2,23151669404,23152429403,759999,2,2,102,563,0,22995822918
49,2,23234231201,23234917599,686398,2,2,102,540,0,23078382364
50,2,23859279804,23860556611,1276807,2,2,102,711,0,23703413066
51,2,24710505258,24711076455,571197,2,2,102,504,0,24554613948
52,2,25365517595,25366415193,897598,2,2,102,606,0,25209607244
53,2,25417872991,25418876189,1003198,2,2,102,639,0,25261961106
54,2,25455802942,25456076539,273597,2,2,102,411,0,25299889948
55,2,25568113219,25569401215,1287996,2,2,102,701,0,25412196944
56,2,25773510359,25774187156,676797,2,2,102,537,0,25617588087
57,2,25828943047,25828943047,0,2,2,102,327,0,25673211133
58,2,25832091410,25832899408,807998,2,2,102,578,0,25676167411
59,2,25972526126,25973074923,548797,2,2,102,497,0,25816598023
60,2,26031979933,26032656731,676798,2,2,102,537,0,25876050070
61,2,26050684981,26051195380,510399,2,2,102,485,0,25894754572
62,2,26569623340,26570232938,609598,2,2,102,516,0,26413677682
63,2,27272447824,27273519820,1071996,2,2,102,646,0,27116481379
64,2,27601616641,27602242240,625599,2,2,102,521,0,27445640405
65,2,27915382419,27916241617,859198,2,2,102,594,0,27759396832
66,2,29892565601,29893248799,683198,2,2,102,539,0,29736520437
