req_id,compute_sat_id,src_node_id,t_queue_enter_ns,t_compute_start_ns,t_compute_end_ns,T_compute_ns,T_queue_wait_ns,L_in,L_out
0,2,102,684549867,684549867,685117867,568000,0,454,114
1,2,102,929848981,929848981,930534981,686000,0,454,232
2,2,102,1215565846,1215565846,1216285846,720000,0,520,200
3,2,102,1693805277,1693805277,1694654277,849000,0,560,289
4,2,102,1896113961,1896113961,1896820961,707000,0,448,259
5,2,102,2045146285,2045146285,2045864285,718000,0,520,198
6,2,102,2175725821,2175725821,2176481821,756000,0,562,194
7,2,102,2621547202,2621547202,2622414202,867000,0,564,303
8,2,102,2752398365,2752398365,2753147365,749000,0,598,151
9,2,102,2846579688,2846579688,2847164688,585000,0,443,142
10,2,102,3227623208,3227623208,3228443208,820000,0,578,242
11,2,102,3356961173,3356961173,3357547173,586000,0,396,190
12,2,102,3542872067,3542872067,3543541067,669000,0,556,113
13,2,102,3619335473,3619335473,3619972473,637000,0,425,212
14,2,102,3640852835,3640852835,3641617835,765000,0,564,201
15,2,102,3680582578,3680582578,3681177578,595000,0,475,120
16,2,102,4953720879,4953720879,4954408879,688000,0,480,208
17,2,102,5316104323,5316104323,5316720323,616000,0,495,121
18,2,102,5856536941,5856536941,5857458941,922000,0,739,183
19,2,102,6290155214,6290155214,6290998214,843000,0,625,218
20,2,102,6604329567,6604329567,6604956567,627000,0,347,280
21,2,102,6801316291,6801316291,6801978291,662000,0,510,152
22,2,102,8370121984,8370121984,8370835984,714000,0,563,151
23,2,102,8942840204,8942840204,8943596204,756000,0,537,219
24,2,102,10533463147,10533463147,10534134147,671000,0,560,111
25,2,102,11063626060,11063626060,11064307060,681000,0,518,163
26,2,102,11566278754,11566278754,11567008754,730000,0,584,146
27,2,102,13063288161,13063288161,13064129161,841000,0,605,236
28,2,102,14812953016,14812953016,14813523016,570000,0,441,129
29,2,102,15441151274,15441151274,15441936274,785000,0,563,222
30,2,102,15565261475,15565261475,15566001475,740000,0,498,242
31,2,102,15757345841,15757345841,15758099841,754000,0,543,211
32,2,102,16294848165,16294848165,16295442165,594000,0,462,132
33,2,102,16439053159,16439053159,16439631159,578000,0,366,212
34,2,102,16513488010,16513488010,16514087010,599000,0,453,146
35,2,102,16780067051,16780067051,16780680051,613000,0,406,207
36,2,102,17159864971,17159864971,17160789971,925000,0,660,265
37,2,102,17757821063,17757821063,17758439063,618000,0,490,128
38,2,102,18459650914,18459650914,18460430914,780000,0,545,235
39,2,102,18465482641,18465482641,18466087641,605000,0,386,219
40,2,102,19217459577,19217459577,19218181577,722000,0,473,249
41,2,102,19543035484,19543035484,19543774484,739000,0,564,175
42,2,102,20114012609,20114012609,20114855609,843000,0,702,141
43,2,102,20544594112,20544594112,20545206112,612000,0,410,202
44,2,102,20559292262,20559292262,20560049262,757000,0,564,193
45,2,102,21192784985,21192784985,21193554985,770000,0,491,279
46,2,102,21583491307,21583491307,21584111307,620000,0,505,115
47,2,102,22472437167,22472437167,22473180167,743000,0,490,253
48,2,102,23152429403,23152429403,23153187403,758000,0,563,195
49,2,102,23234917599,23234917599,23235574599,657000,0,540,117
50,2,102,23860556611,23860556611,23861476611,920000,0,711,209
51,2,102,24711076455,24711076455,24711831455,755000,0,504,251
52,2,102,25366415193,25366415193,25367189193,774000,0,606,168
53,2,102,25418876189,25418876189,25419697189,821000,0,639,182
54,2,102,25456076539,25456076539,25456697539,621000,0,411,210
55,2,102,25569401215,25569401215,25570306215,905000,0,701,204
56,2,102,25774187156,25774187156,25774963156,776000,0,537,239
57,2,102,25828943047,25828943047,25829463047,520000,0,327,193
58,2,102,25832899408,25832899408,25833635408,736000,0,578,158
59,2,102,25973074923,25973074923,25973782923,708000,0,497,211
60,2,102,26032656731,26032656731,26033295731,639000,0,537,102
61,2,102,26051195380,26051195380,26051939380,744000,0,485,259
62,2,102,26570232938,26570232938,26570897938,665000,0,516,149
63,2,102,27273519820,27273519820,27274361820,842000,0,646,196
64,2,102,27602242240,27602242240,27603020240,778000,0,521,257
65,2,102,27916241617,27916241617,27917085617,844000,0,594,250
66,2,102,29893248799,29893248799,29893982799,734000,0,539,195
