req_id,compute_sat_id,src_node_id,t_queue_enter_ns,t_compute_start_ns,t_compute_end_ns,T_compute_ns,T_queue_wait_ns,L_in,L_out
0,1,101,1548611614,1548611614,1549374614,763000,0,535,228
1,1,101,1925984500,1925984500,1926836500,852000,0,679,173
2,1,101,2062172179,2062172179,2062835179,663000,0,507,156
3,1,101,2379000401,2379000401,2379691401,691000,0,467,224
4,1,101,2447481848,2447481848,2448132848,651000,0,474,177
5,1,101,2605166396,2605166396,2605985396,819000,0,580,239
6,1,101,3157968100,3157968100,3158416100,448000,0,308,140
7,1,101,3285648433,3285648433,3286273433,625000,0,334,291
8,1,101,3853994921,3853994921,3854829921,835000,0,588,247
9,1,101,4007004360,4007004360,4007690360,686000,0,496,190
10,1,101,4736442146,4736442146,4737165146,723000,0,556,167
11,1,101,4788613987,4788613987,4789156987,543000,0,354,189
12,1,101,5642976114,5642976114,5643494114,518000,0,400,118
13,1,101,6418884883,6418884883,6419529883,645000,0,472,173
14,1,101,6425470432,6425470432,6426081432,611000,0,452,159
15,1,101,6656677836,6656677836,6657467836,790000,0,540,250
16,1,101,6714573789,6714573789,6715375789,802000,0,570,232
17,1,101,6795167689,6795167689,6795869689,702000,0,509,193
18,1,101,6938599659,6938599659,6939375659,776000,0,487,289
19,1,101,7156066531,7156066531,7156792531,726000,0,499,227
20,1,101,7655305360,7655305360,7655915360,610000,0,458,152
21,1,101,7848117430,7848117430,7848970430,853000,0,625,228
22,1,101,8204188524,8204188524,8204681524,493000,0,341,152
23,1,101,8347934548,8347934548,8348444548,510000,0,353,157
24,1,101,8919592781,8919592781,8920222781,630000,0,468,162
25,1,101,8984006473,8984006473,8984620473,614000,0,381,233
26,1,101,9726516445,9726516445,9727273445,757000,0,490,267
27,1,101,9785464711,9785464711,9786210711,746000,0,513,233
28,1,101,10554133882,10554133882,10554741882,608000,0,498,110
29,1,101,11156829107,11156829107,11157383107,554000,0,400,154
30,1,101,12121202787,12121202787,12121813787,611000,0,367,244
31,1,101,12338360722,12338360722,12338928722,568000,0,388,180
32,1,101,13323305947,13323305947,13324086947,781000,0,586,195
33,1,101,13708618256,13708618256,13709359256,741000,0,530,211
34,1,101,13884382399,13884382399,13885162399,780000,0,552,228
35,1,101,14699093250,14699093250,14700137250,1044000,0,748,296
36,1,101,16531456682,16531456682,16532115682,659000,0,521,138
37,1,101,17874906388,17874906388,17875660388,754000,0,546,208
38,1,101,18096902195,18096902195,18097631195,729000,0,472,257
39,1,101,18667582689,18667582689,18668220689,638000,0,523,115
40,1,101,18725542411,18725542411,18726182411,640000,0,487,153
41,1,101,19027843979,19027843979,19028588979,745000,0,539,206
42,1,101,19101655808,19101655808,19102420808,765000,0,671,94
43,1,101,19250469951,19250469951,19250950951,481000,0,312,169
44,1,101,19354866778,19354866778,19355752778,886000,0,618,268
45,1,101,19685487409,19685487409,19686144409,657000,0,492,165
46,1,101,19746250402,19746250402,19747038402,788000,0,566,222
47,1,101,20314850028,20314850028,20315693028,843000,0,661,182
48,1,101,20975748786,20975748786,20976416786,668000,0,432,236
49,1,101,21375212865,21375212865,21375826865,614000,0,462,152
50,1,101,21398513336,21398513336,21399220336,707000,0,506,201
51,1,101,21529203430,21529203430,21530023430,820000,0,633,187
52,1,101,22517929982,22517929982,22518630982,701000,0,493,208
53,1,101,22654524566,22654524566,22655177566,653000,0,455,198
54,1,101,22732569099,22732569099,22733284099,715000,0,637,78
55,1,101,22913530263,22913530263,22914273263,743000,0,515,228
56,1,101,23216167175,23216167175,23216670175,503000,0,278,225
57,1,101,23478563419,23478563419,23479293419,730000,0,524,206
58,1,101,23995160099,23995160099,23995988099,828000,0,659,169
59,1,101,24291111411,24291111411,24291766411,655000,0,485,170
60,1,101,24541789427,24541789427,24542499427,710000,0,404,306
61,1,101,24559934027,24559934027,24560721027,787000,0,550,237
62,1,101,26259541355,26259541355,26260468355,927000,0,676,251
63,1,101,26713524278,26713524278,26714241278,717000,0,517,200
64,1,101,26853874781,26853874781,26854665781,791000,0,659,132
65,1,101,26877272213,26877272213,26878088213,816000,0,615,201
66,1,101,28850555820,28850555820,28851400820,845000,0,583,262
67,1,101,29943084896,29943084896,29943881896,797000,0,626,171
