req_id,compute_sat_id,t_first_arrival_ns,t_last_arrival_ns,D_gather_ns,total_pkts_expected,total_pkts_received,src_node_id,L_in,L_out_expected,t_emit_ns
0,0,763240288,763491487,251199,2,2,100,404,0,549084302
1,0,1190634753,1190818753,184000,2,2,100,383,0,976530878
2,0,1401669459,1401669459,0,2,2,100,331,0,1187744921
3,0,1923141526,1923859926,718400,2,2,100,550,0,1709126878
4,0,2068823756,2069650956,827200,2,2,100,584,0,1849405147
5,0,2179789435,2180536634,747199,2,2,100,559,0,1965806015
6,0,2274131096,2275089495,958399,2,2,100,625,0,2060159153
7,0,2860150586,2860756985,606399,2,2,100,515,0,2646249893
8,0,3297632189,3298011389,379200,2,2,100,444,0,3083784628
9,0,3617672652,3618595851,923199,2,2,100,614,0,3403863947
10,0,3861447972,3862198372,750400,2,2,100,560,0,3647668839
11,0,4517934397,4518489597,555200,2,2,100,499,0,4304234850
12,0,5470709098,5471065897,356799,2,2,100,437,0,5257124873
13,0,7103801917,7104379517,577600,2,2,100,506,0,6890414853
14,0,7403877777,7404196176,318399,2,2,100,425,0,7190526861
15,0,7463040194,7463556993,516799,2,2,100,487,0,7249696422
16,0,7668662870,7669198870,536000,2,2,100,493,0,7455343860
17,0,8132585504,8133140704,555200,2,2,100,499,0,7919322330
18,0,8337261307,8337867706,606399,2,2,100,515,0,8124022738
19,0,9671219973,9671858373,638400,2,2,100,525,0,9458141586
20,0,9765635078,9766190278,555200,2,2,100,499,0,9552568001
21,0,9944225248,9944225248,0,2,2,100,338,0,9731198779
22,0,10110920409,10111699608,779199,2,2,100,569,0,9897894725
23,0,10334230698,10334325098,94400,2,2,100,355,0,10121231754
24,0,10426388261,10426761061,372800,2,2,100,442,0,10213400364
25,0,11041414025,11042110025,696000,2,2,100,543,0,10828499703
26,0,12002682027,12003445227,763200,2,2,100,564,0,11789882508
27,0,13339898064,13340158863,260799,2,2,100,407,0,13127257888
28,0,13490336676,13491288676,952000,2,2,100,623,0,13277714385
29,0,13538612203,13539554603,942400,2,2,100,620,0,13325995641
30,0,14020588276,14021268276,680000,2,2,100,538,0,13808029032
31,0,15253372127,15254202527,830400,2,2,100,585,0,15040959098
32,0,16339924252,16340309851,385599,2,2,100,446,0,16127639758
33,0,16760995973,16761749572,753599,2,2,100,561,0,16548761209
34,0,17451661270,17452296470,635200,2,2,100,524,0,17239507975
35,0,17644672060,17644904060,232000,2,2,100,398,0,17432541504
36,0,18944880858,18945436058,555200,2,2,100,499,0,18732903194
37,0,19278495562,19278948362,452800,2,2,100,467,0,19066557067
38,0,20422211463,20422942662,731199,2,2,100,554,0,20210406946
39,0,20955818126,20956808526,990400,2,2,100,635,0,20744075995
40,0,20998937135,20999556334,619199,2,2,100,519,0,20787200027
41,0,21316770149,21317450149,680000,2,2,100,538,0,21105070170
42,0,22371375755,22372190154,814399,2,2,100,580,0,22159798678
43,0,22662073059,22662561058,487999,2,2,100,478,0,22450529818
44,0,22767242617,22767945017,702400,2,2,100,545,0,22555711606
45,0,23281426890,23282065290,638400,2,2,100,525,0,23069955607
46,0,23721482376,23722312776,830400,2,2,100,585,0,23510062170
47,0,24079910657,24079910657,0,2,2,100,337,0,23868570409
48,0,24110313119,24110634719,321600,2,2,100,426,0,23898937977
49,0,24210643741,24211304541,660800,2,2,100,532,0,23999280229
50,0,26188578148,26188986147,407999,2,2,100,453,0,25977443089
51,0,26332031301,26333028100,996799,2,2,100,637,0,26115151124
52,0,26777298614,26778407414,1108800,2,2,100,672,0,26566231330
53,0,26902492035,26902909635,417600,2,2,100,456,0,26691439130
54,0,27850982421,27851300820,318399,2,2,100,425,0,27640038425
