req_id,gs_node_id,response_pkt_id,total_response_pkts,t_response_emit_ns,t_response_recv_ns,network_return_delay_ns,src_compute_sat_id,L_in,L_out
0,103,0,2,1105122417,1105122417,0,-1,478,237
0,103,1,2,1105122417,1105122417,0,-1,478,237
1,103,0,2,1119713722,1119713722,0,-1,502,209
1,103,1,2,1119713722,1119713722,0,-1,502,209
2,103,0,2,4133226888,4133226888,0,-1,516,238
2,103,1,2,4133226888,4133226888,0,-1,516,238
3,103,0,2,5582789482,5582789482,0,-1,469,191
3,103,1,2,5582789482,5582789482,0,-1,469,191
4,103,0,2,6384933808,6384933808,0,-1,505,220
4,103,1,2,6384933808,6384933808,0,-1,505,220
5,103,0,2,6409388614,6409388614,0,-1,439,205
5,103,1,2,6409388614,6409388614,0,-1,439,205
6,103,0,2,6678629157,6678629157,0,-1,406,198
6,103,1,2,6678629157,6678629157,0,-1,406,198
7,103,0,2,7803436973,7803436973,0,-1,592,163
7,103,1,2,7803436973,7803436973,0,-1,592,163
8,103,0,2,9167950448,9167950448,0,-1,496,178
8,103,1,2,9167950448,9167950448,0,-1,496,178
9,103,0,2,9632265061,9632265061,0,-1,459,165
9,103,1,2,9632265061,9632265061,0,-1,459,165
10,103,0,2,11904244254,11904244254,0,-1,572,128
10,103,1,2,11904244254,11904244254,0,-1,572,128
11,103,0,2,12261946301,12261946301,0,-1,560,176
11,103,1,2,12261946301,12261946301,0,-1,560,176
12,103,0,2,12326098704,12326098704,0,-1,299,195
12,103,1,2,12326098704,12326098704,0,-1,299,195
13,103,0,2,12563286637,12563286637,0,-1,324,141
13,103,1,2,12563286637,12563286637,0,-1,324,141
14,103,0,2,12580494193,12580494193,0,-1,434,223
14,103,1,2,12580494193,12580494193,0,-1,434,223
15,103,0,2,13015463988,13015463988,0,-1,608,187
15,103,1,2,13015463988,13015463988,0,-1,608,187
16,103,0,2,13495072724,13495072724,0,-1,560,186
16,103,1,2,13495072724,13495072724,0,-1,560,186
17,103,0,2,13969613787,13969613787,0,-1,670,182
17,103,1,2,13969613787,13969613787,0,-1,670,182
18,103,0,2,13986268274,13986268274,0,-1,505,144
18,103,1,2,13986268274,13986268274,0,-1,505,144
19,103,0,2,15225871704,15225871704,0,-1,583,226
19,103,1,2,15225871704,15225871704,0,-1,583,226
20,103,0,2,16048472627,16048472627,0,-1,685,211
20,103,1,2,16048472627,16048472627,0,-1,685,211
21,103,0,2,16942448758,16942448758,0,-1,457,107
21,103,1,2,16942448758,16942448758,0,-1,457,107
22,103,0,2,17215242012,17215242012,0,-1,375,171
22,103,1,2,17215242012,17215242012,0,-1,375,171
23,103,0,2,17228696045,17228696045,0,-1,414,159
23,103,1,2,17228696045,17228696045,0,-1,414,159
24,103,0,2,17425875318,17425875318,0,-1,482,181
24,103,1,2,17425875318,17425875318,0,-1,482,181
25,103,0,2,17590849724,17590849724,0,-1,539,184
25,103,1,2,17590849724,17590849724,0,-1,539,184
26,103,0,2,17874410048,17874410048,0,-1,580,241
26,103,1,2,17874410048,17874410048,0,-1,580,241
27,103,0,2,18141159065,18141159065,0,-1,520,239
27,103,1,2,18141159065,18141159065,0,-1,520,239
28,103,0,2,18456822744,18456822744,0,-1,467,161
28,103,1,2,18456822744,18456822744,0,-1,467,161
29,103,0,2,18509264189,18509264189,0,-1,606,205
29,103,1,2,18509264189,18509264189,0,-1,606,205
30,103,0,2,18958909362,18958909362,0,-1,373,174
30,103,1,2,18958909362,18958909362,0,-1,373,174
31,103,0,2,19005884067,19005884067,0,-1,553,191
31,103,1,2,19005884067,19005884067,0,-1,553,191
32,103,0,2,19591822264,19591822264,0,-1,596,117
32,103,1,2,19591822264,19591822264,0,-1,596,117
33,103,0,2,20928556606,20928556606,0,-1,431,157
33,103,1,2,20928556606,20928556606,0,-1,431,157
34,103,0,2,21764663088,21764663088,0,-1,409,193
34,103,1,2,21764663088,21764663088,0,-1,409,193
35,103,0,2,22792442787,22792442787,0,-1,565,202
35,103,1,2,22792442787,22792442787,0,-1,565,202
36,103,0,2,22955142442,22955142442,0,-1,568,135
36,103,1,2,22955142442,22955142442,0,-1,568,135
37,103,0,2,23660365151,23660365151,0,-1,320,299
37,103,1,2,23660365151,23660365151,0,-1,320,299
38,103,0,2,24552261786,24552261786,0,-1,605,225
38,103,1,2,24552261786,24552261786,0,-1,605,225
39,103,0,2,25502531351,25502531351,0,-1,364,207
39,103,1,2,25502531351,25502531351,0,-1,364,207
40,103,0,2,25681898221,25681898221,0,-1,486,284
40,103,1,2,25681898221,25681898221,0,-1,486,284
41,103,0,2,25685941304,25685941304,0,-1,439,188
41,103,1,2,25685941304,25685941304,0,-1,439,188
42,103,0,2,25763501649,25763501649,0,-1,614,208
42,103,1,2,25763501649,25763501649,0,-1,614,208
43,103,0,2,25882690856,25882690856,0,-1,604,257
43,103,1,2,25882690856,25882690856,0,-1,604,257
44,103,0,2,26991873435,26991873435,0,-1,447,160
44,103,1,2,26991873435,26991873435,0,-1,447,160
45,103,0,2,27531454153,27531454153,0,-1,478,120
45,103,1,2,27531454153,27531454153,0,-1,478,120
46,103,0,2,28075886867,28075886867,0,-1,769,203
46,103,1,2,28075886867,28075886867,0,-1,769,203
47,103,0,2,28435971784,28435971784,0,-1,368,245
47,103,1,2,28435971784,28435971784,0,-1,368,245
48,103,0,2,28950956730,28950956730,0,-1,453,287
48,103,1,2,28950956730,28950956730,0,-1,453,287
49,103,0,2,29200961862,29200961862,0,-1,641,282
49,103,1,2,29200961862,29200961862,0,-1,641,282
50,103,0,2,29244850502,29244850502,0,-1,363,232
50,103,1,2,29244850502,29244850502,0,-1,363,232
51,103,0,2,29656549248,29656549248,0,-1,565,179
51,103,1,2,29656549248,29656549248,0,-1,565,179
