req_id,gs_node_id,response_pkt_id,total_response_pkts,t_response_emit_ns,t_response_recv_ns,network_return_delay_ns,src_compute_sat_id,L_in,L_out
0,102,0,2,968236821,968236821,0,-1,404,225
0,102,1,2,968236821,968236821,0,-1,404,225
1,102,0,2,1368563948,1368563948,0,-1,383,248
1,102,1,2,1368563948,1368563948,0,-1,383,248
2,102,0,2,1560164819,1560164819,0,-1,331,135
2,102,1,2,1560164819,1560164819,0,-1,331,135
3,102,0,2,2202146572,2202146572,0,-1,550,276
3,102,1,2,2202146572,2202146572,0,-1,550,276
4,102,0,2,2353958971,2353958971,0,-1,584,241
4,102,1,2,2353958971,2353958971,0,-1,584,241
5,102,0,2,2433137899,2433137899,0,-1,559,258
5,102,1,2,2433137899,2433137899,0,-1,559,258
6,102,0,2,2593816061,2593816061,0,-1,625,188
6,102,1,2,2593816061,2593816061,0,-1,625,188
7,102,0,2,3046506568,3046506568,0,-1,515,226
7,102,1,2,3046506568,3046506568,0,-1,515,226
8,102,0,2,3476425972,3476425972,0,-1,444,253
8,102,1,2,3476425972,3476425972,0,-1,444,253
9,102,0,2,3844417952,3844417952,0,-1,614,143
9,102,1,2,3844417952,3844417952,0,-1,614,143
10,102,0,2,4129048438,4129048438,0,-1,560,227
10,102,1,2,4129048438,4129048438,0,-1,560,227
11,102,0,2,4700844176,4700844176,0,-1,499,231
11,102,1,2,4700844176,4700844176,0,-1,499,231
12,102,0,2,5643626400,5643626400,0,-1,437,181
12,102,1,2,5643626400,5643626400,0,-1,437,181
13,102,0,2,7358455934,7358455934,0,-1,506,143
13,102,1,2,7358455934,7358455934,0,-1,506,143
14,102,0,2,7585455309,7585455309,0,-1,425,317
14,102,1,2,7585455309,7585455309,0,-1,425,317
15,102,0,2,7648347381,7648347381,0,-1,487,156
15,102,1,2,7648347381,7648347381,0,-1,487,156
16,102,0,2,7893355205,7893355205,0,-1,493,184
16,102,1,2,7893355205,7893355205,0,-1,493,184
17,102,0,2,8319285487,8319285487,0,-1,499,282
17,102,1,2,8319285487,8319285487,0,-1,499,282
18,102,0,2,8656386077,8656386077,0,-1,515,200
18,102,1,2,8656386077,8656386077,0,-1,515,200
19,102,0,2,9933261472,9933261472,0,-1,525,349
19,102,1,2,9933261472,9933317495,56023,-1,525,349
20,102,0,2,10073904194,10073904194,0,-1,499,260
20,102,1,2,10073904194,10073904194,0,-1,499,260
21,102,0,2,10126720924,10126720924,0,-1,338,205
21,102,1,2,10126720924,10126720924,0,-1,338,205
22,102,0,2,10340917018,10340917018,0,-1,569,167
22,102,1,2,10340917018,10340917018,0,-1,569,167
23,102,0,2,10499541794,10499541794,0,-1,355,191
23,102,1,2,10499541794,10499541794,0,-1,355,191
24,102,0,2,10598508112,10598508112,0,-1,442,161
24,102,1,2,10598508112,10598508112,0,-1,442,161
25,102,0,2,11231141064,11231141064,0,-1,543,260
25,102,1,2,11231141064,11231141064,0,-1,543,260
26,102,0,2,12194023184,12194023184,0,-1,564,252
26,102,1,2,12194023184,12194023184,0,-1,564,252
27,102,0,2,13533343997,13533343997,0,-1,407,350
27,102,1,2,13533343997,13533403208,59211,-1,407,350
28,102,0,2,13679553583,13679553583,0,-1,623,138
28,102,1,2,13679553583,13679553583,0,-1,623,138
29,102,0,2,13761275324,13761275324,0,-1,620,177
29,102,1,2,13761275324,13761275324,0,-1,620,177
30,102,0,2,14211764318,14211764318,0,-1,538,280
30,102,1,2,14211764318,14211764318,0,-1,538,280
31,102,0,2,15451240549,15451240549,0,-1,585,311
31,102,1,2,15451240549,15451240549,0,-1,585,311
32,102,0,2,16597399773,16597399773,0,-1,446,240
32,102,1,2,16597399773,16597399773,0,-1,446,240
33,102,0,2,16946872024,16946872024,0,-1,561,179
33,102,1,2,16946872024,16946872024,0,-1,561,179
34,102,0,2,17635837338,17635837338,0,-1,524,208
34,102,1,2,17635837338,17635837338,0,-1,524,208
35,102,0,2,17819977213,17819977213,0,-1,398,265
35,102,1,2,17819977213,17819977213,0,-1,398,265
36,102,0,2,19125141962,19125141962,0,-1,499,189
36,102,1,2,19125141962,19125141962,0,-1,499,189
37,102,0,2,19479354379,19479354379,0,-1,467,210
37,102,1,2,19479354379,19479354379,0,-1,467,210
38,102,0,2,20606885288,20606885288,0,-1,554,171
38,102,1,2,20606885288,20606885288,0,-1,554,171
39,102,0,2,21180296262,21180296262,0,-1,635,204
39,102,1,2,21180296262,21180296262,0,-1,635,204
40,102,0,2,21247326715,21247326715,0,-1,519,134
40,102,1,2,21247326715,21247326715,0,-1,519,134
41,102,0,2,21504305719,21504305719,0,-1,538,233
41,102,1,2,21504305719,21504305719,0,-1,538,233
42,102,0,2,22561464053,22561464053,0,-1,580,208
42,102,1,2,22561464053,22561464053,0,-1,580,208
43,102,0,2,22968914729,22968914729,0,-1,478,170
43,102,1,2,22968914729,22968914729,0,-1,478,170
44,102,0,2,23201319543,23201319543,0,-1,545,195
44,102,1,2,23201319543,23201319543,0,-1,545,195
45,102,0,2,23604225377,23604225377,0,-1,525,247
45,102,1,2,23604225377,23604225377,0,-1,525,247
46,102,0,2,23914005344,23914005344,0,-1,585,234
46,102,1,2,23914005344,23914005344,0,-1,585,234
47,102,0,2,24248037787,24248037787,0,-1,337,251
47,102,1,2,24248037787,24248037787,0,-1,337,251
48,102,0,2,24310000806,24310000806,0,-1,426,207
48,102,1,2,24310000806,24310000806,0,-1,426,207
49,102,0,2,24590597783,24590597783,0,-1,532,225
49,102,1,2,24590597783,24590597783,0,-1,532,225
50,102,0,2,26399175525,26399175525,0,-1,453,202
50,102,1,2,26399175525,26399175525,0,-1,453,202
51,102,0,2,26705929920,26705929920,0,-1,637,140
51,102,1,2,26705929920,26705929920,0,-1,637,140
52,102,0,2,26977288629,26977288629,0,-1,672,212
52,102,1,2,26977288629,26977288629,0,-1,672,212
53,102,0,2,27345068896,27345068896,0,-1,456,178
53,102,1,2,27345068896,27345068896,0,-1,456,178
54,102,0,2,28106905031,28106905031,0,-1,425,295
54,102,1,2,28106905031,28106905031,0,-1,425,295
