req_id,compute_sat_id,t_first_arrival_ns,t_last_arrival_ns,D_gather_ns,total_pkts_expected,total_pkts_received,src_node_id,L_in,L_out_expected,t_emit_ns
0,0,750601412,751259012,657600,2,2,101,531,0,535540019
0,0,790881291,791132490,251199,2,2,102,404,0,549084302
1,0,807546496,808268095,721599,2,2,101,551,0,592491975
0,0,819132630,819132630,0,2,2,100,327,0,605213889
2,0,847823602,847991602,168000,2,2,101,378,0,632773925
3,0,1104602858,1104780458,177600,2,2,101,381,0,889584201
4,0,1148253800,1148553000,299200,2,2,101,419,0,933240429
1,0,1218297349,1218481349,184000,2,2,102,383,0,976530878
2,0,1429317109,1429317109,0,2,2,102,331,0,1187744921
0,0,1520386932,1521057332,670400,2,2,103,535,0,1377085728
5,0,1609465655,1610100855,635200,2,2,101,524,0,1394507905
1,0,1619977308,1620743707,766399,2,2,100,565,0,1405925745
6,0,1628048145,1628724944,676799,2,2,101,537,0,1413092644
7,0,1866253652,1867205652,952000,2,2,101,623,0,1651326878
1,0,1897333386,1898464585,1131199,2,2,103,679,0,1754043266
3,0,1950841121,1951559521,718400,2,2,102,550,0,1709126878
2,0,2034083923,2034664723,580800,2,2,103,507,0,1890797813
4,0,2091109407,2091936607,827200,2,2,102,584,0,1849405147
5,0,2207501975,2208249174,747199,2,2,102,559,0,1965806015
8,0,2232287257,2233034456,747199,2,2,101,559,0,2017404595
6,0,2301848421,2302806820,958399,2,2,102,625,0,2060159153
3,0,2351069028,2351521828,452800,2,2,103,467,0,2207792215
4,0,2419534343,2420009543,475200,2,2,103,474,0,2276259525
2,0,2547179557,2547741156,561599,2,2,100,501,0,2333240817
5,0,2576894007,2577708406,814399,2,2,103,580,0,2433623816
3,0,2735581508,2736709508,1128000,2,2,100,678,0,2521665667
7,0,2890027623,2890634022,606399,2,2,102,515,0,2646249893
6,0,3130659788,3130659788,0,2,2,103,308,0,2987802589
7,0,3258268551,3258268551,0,2,2,103,334,0,3115082265
8,0,3325401200,3325780400,379200,2,2,102,444,0,3083784628
4,0,3350959123,3351895122,935999,2,2,100,618,0,3137118049
5,0,3432801645,3433344044,542399,2,2,100,495,0,3218970509
9,0,3609599915,3610395115,795200,2,2,101,574,0,3394882955
9,0,3645457828,3646381027,923199,2,2,102,614,0,3403863947
8,0,3825810684,3826650684,840000,2,2,103,588,0,3682576942
6,0,3869936060,3870456059,519999,2,2,100,488,0,3656157962
10,0,3889245472,3889995872,750400,2,2,102,560,0,3647668839
9,0,3979128498,3979674098,545600,2,2,103,496,0,3835899201
7,0,4103435650,4104696448,1260798,2,2,100,706,0,3889685861
10,0,4250535309,4251157708,622399,2,2,101,520,0,4035895344
11,0,4545765066,4546320266,555200,2,2,102,499,0,4304234850
10,0,4708440696,4709178296,737600,2,2,103,556,0,4565232557
11,0,4761263751,4761354950,91199,2,2,103,354,0,4618057150
8,0,4795166406,4795411205,244799,2,2,100,402,0,4581500428
9,0,4799149697,4799336896,187199,2,2,100,384,0,4585484203
10,0,4857759218,4858586418,827200,2,2,100,584,0,4644100828
11,0,5225826569,5226132169,305600,2,2,101,421,0,5011303614
11,0,5294545338,5295042937,497599,2,2,100,481,0,5080939777
12,0,5498587873,5498944672,356799,2,2,102,437,0,5257124873
12,0,5615556401,5615794800,238399,2,2,103,400,0,5472374462
13,0,6391305309,6391774109,468800,2,2,103,472,0,6248145698
14,0,6397955431,6398360230,404799,2,2,103,452,0,6254796018
12,0,6536143568,6537140367,996799,2,2,101,637,0,6321777490
12,0,6557071954,6557071954,0,2,2,100,326,0,6343868569
15,0,6628902236,6629588635,686399,2,2,103,540,0,6485749448
16,0,6686707448,6687489848,782400,2,2,103,570,0,6543556308
17,0,6767503909,6768091108,587199,2,2,103,509,0,6624355075
18,0,6911019289,6911536088,516799,2,2,103,487,0,6767874580
13,0,7069777127,7070415527,638400,2,2,100,525,0,6856385961
19,0,7128467552,7129022752,555200,2,2,103,499,0,6985329054
13,0,7131763130,7132340730,577600,2,2,102,506,0,6890414853
14,0,7143220681,7143785480,564799,2,2,100,502,0,6929838359
14,0,7431854127,7432172526,318399,2,2,102,425,0,7190526861
15,0,7491019528,7491536327,516799,2,2,102,487,0,7249696422
13,0,7601812455,7602258855,446400,2,2,101,465,0,7387573698
20,0,7627882926,7628306926,424000,2,2,103,458,0,7484758699
16,0,7696652578,7697188578,536000,2,2,102,493,0,7455343860
21,0,7820178071,7821136470,958399,2,2,103,625,0,7677059319
