req_id,compute_sat_id,src_node_id,t_queue_enter_ns,t_compute_start_ns,t_compute_end_ns,T_compute_ns,T_queue_wait_ns,L_in,L_out
0,0,101,751259012,751259012,823559012,72300000,0,531,184
0,0,102,791132490,823559012,885209012,61650000,32426522,404,225
1,0,101,808268095,885209012,959209012,74000000,76940917,551,178
0,0,100,819132630,959209012,1014859012,55650000,140076382,327,259
2,0,101,847991602,1014859012,1070459012,55600000,166867410,378,156
3,0,101,1104780458,1104780458,1160280458,55500000,0,381,148
4,0,101,1148553000,1160280458,1224330458,64050000,11727458,419,243
1,0,102,1218481349,1224330458,1285030458,60700000,5849109,383,248
2,0,102,1429317109,1429317109,1479167109,49850000,0,331,135
0,0,103,1521057332,1521057332,1592607332,71550000,0,535,161
5,0,101,1610100855,1610100855,1684300855,74200000,0,524,236
1,0,100,1620743707,1684300855,1758300855,74000000,63557148,565,150
6,0,101,1628724944,1758300855,1835700855,77400000,129575911,537,274
7,0,101,1867205652,1867205652,1953255652,86050000,0,623,275
1,0,103,1898464585,1953255652,2039205652,85950000,54791067,679,161
3,0,102,1951559521,2039205652,2118005652,78800000,87646131,550,276
2,0,103,2034664723,2118005652,2190155652,72150000,83340929,507,229
4,0,102,2091936607,2190155652,2270605652,80450000,98219045,584,241
5,0,102,2208249174,2270605652,2349405652,78800000,62356478,559,258
8,0,101,2233034456,2349405652,2429755652,80350000,116371196,559,289
6,0,102,2302806820,2429755652,2511655652,81900000,126948832,625,188
3,0,103,2351521828,2511655652,2579205652,67550000,160133824,467,217
4,0,103,2420009543,2579205652,2650905652,71700000,159196109,474,286
2,0,100,2547741156,2650905652,2722605652,71700000,103164496,501,232
5,0,103,2577708406,2722605652,2802955652,80350000,144897246,580,247
3,0,100,2736709508,2802955652,2890705652,87750000,66246144,678,199
7,0,102,2890634022,2890705652,2963505652,72800000,71630,515,226
6,0,103,3130659788,3130659788,3181209788,50550000,0,308,195
7,0,103,3258268551,3258268551,3308618551,50350000,0,334,139
8,0,102,3325780400,3325780400,3392830400,67050000,0,444,253
4,0,100,3351895122,3392830400,3474430400,81600000,40935278,618,196
5,0,100,3433344044,3474430400,3542380400,67950000,41086356,495,169
9,0,101,3610395115,3610395115,3684745115,74350000,0,574,139
9,0,102,3646381027,3684745115,3763295115,78550000,38364088,614,143
8,0,103,3826650684,3826650684,3903850684,77200000,0,588,168
6,0,100,3870456059,3903850684,3968700684,64850000,33394625,488,121
10,0,102,3889995872,3968700684,4046050684,77350000,78704812,560,227
9,0,103,3979674098,4046050684,4118500684,72450000,66376586,496,257
7,0,100,4104696448,4118500684,4210900684,92400000,13804236,706,236
10,0,101,4251157708,4251157708,4321957708,70800000,0,520,176
11,0,102,4546320266,4546320266,4617770266,71450000,0,499,231
10,0,103,4709178296,4709178296,4785728296,76550000,0,556,219
11,0,103,4761354950,4785728296,4837828296,52100000,24373346,354,134
8,0,100,4795411205,4837828296,4898928296,61100000,42417091,402,218
9,0,100,4799336896,4898928296,4955278296,56350000,99591400,384,159
10,0,100,4858586418,4955278296,5031478296,76200000,96691878,584,156
11,0,101,5226132169,5226132169,5284732169,58600000,0,421,130
11,0,100,5295042937,5295042937,5367492937,72450000,0,481,287
12,0,102,5498944672,5498944672,5561694672,62750000,0,437,181
12,0,103,5615794800,5615794800,5679494800,63700000,0,400,274
13,0,103,6391774109,6391774109,6457274109,65500000,0,472,166
14,0,103,6398360230,6457274109,6518424109,61150000,58913879,452,119
12,0,101,6537140367,6537140367,6622590367,85450000,0,637,235
12,0,100,6557071954,6622590367,6680790367,58200000,65518413,326,312
15,0,103,6629588635,6680790367,6755890367,75100000,51201732,540,222
16,0,103,6687489848,6755890367,6832990367,77100000,68400519,570,202
17,0,103,6768091108,6832990367,6908190367,75200000,64899259,509,286
18,0,103,6911536088,6911536088,6978386088,66850000,0,487,163
13,0,100,7070415527,7070415527,7140065527,69650000,0,525,143
19,0,103,7129022752,7140065527,7209665527,69600000,11042775,499,194
13,0,102,7132340730,7209665527,7277415527,67750000,77324797,506,143
14,0,100,7143785480,7277415527,7348915527,71500000,133630047,502,226
14,0,102,7432172526,7432172526,7500522526,68350000,0,425,317
15,0,102,7491536327,7500522526,7567022526,66500000,8986199,487,156
13,0,101,7602258855,7602258855,7668908855,66650000,0,465,203
20,0,103,7628306926,7668908855,7742908855,74000000,40601929,458,364
16,0,102,7697188578,7742908855,7811408855,68500000,45720277,493,184
21,0,103,7821136470,7821136470,7905486470,84350000,0,625,237
17,0,102,8161153807,8161153807,8235153807,74000000,0,499,282
22,0,103,8177239982,8235153807,8292903807,57750000,57913825,341,273
23,0,103,8320999061,8320999061,8376149061,55150000,0,353,197
15,0,100,8326260729,8376149061,8428299061,52150000,49888332,341,161
14,0,101,8331323617,8428299061,8502599061,74300000,96975444,544,198
18,0,102,8365891123,8502599061,8574099061,71500000,136707938,515,200
15,0,101,8774368162,8774368162,8846968162,72600000,0,527,198
24,0,103,8892709157,8892709157,8957409157,64700000,0,468,158
25,0,103,8957128722,8957409157,9013409157,56000000,280435,381,158
16,0,101,9152084625,9152084625,9224534625,72450000,0,547,155
16,0,100,9519399641,9519399641,9594149641,74750000,0,517,261
26,0,103,9699706034,9699706034,9767806034,68100000,0,490,182
19,0,102,9699949011,9767806034,9847756034,79950000,67857023,525,349
27,0,103,9758659648,9847756034,9917406034,69650000,89096386,513,167
20,0,102,9794285677,9917406034,9990306034,72900000,123120357,499,260
21,0,102,9972326434,9990306034,10044356034,54050000,17979600,338,205
17,0,101,10109358267,10109358267,10184158267,74800000,0,569,158
22,0,102,10139812380,10184158267,10259408267,75250000,44345887,569,167
23,0,102,10362449117,10362449117,10417499117,55050000,0,355,191
24,0,102,10454889728,10454889728,10517139728,62250000,0,442,161
28,0,103,10527398539,10527398539,10599248539,71850000,0,498,241
17,0,100,10663984856,10663984856,10721384856,57400000,0,342,264
25,0,102,11070269634,11070269634,11147569634,77300000,0,543,260
29,0,103,11130148430,11147569634,11205769634,58200000,17421204,400,164
18,0,100,11306521067,11306521067,11372521067,66000000,0,466,188
18,0,101,11591125000,11591125000,11670325000,79200000,0,587,210
19,0,100,11733830860,11733830860,11802630860,68800000,0,536,104
26,0,102,12031653136,12031653136,12110653136,79000000,0,564,252
30,0,103,12094609526,12110653136,12166653136,56000000,16043610,367,186
31,0,103,12311787091,12311787091,12364537091,52750000,0,388,79
20,0,100,12348698086,12364537091,12454037091,89500000,15839005,660,270
19,0,101,12485280423,12485280423,12552230423,66950000,0,448,243
21,0,100,12493079172,12552230423,12610430423,58200000,59151251,405,154
22,0,100,12520607814,12610430423,12673530423,63100000,89822609,401,260
23,0,100,12980806586,12980806586,13055506586,74700000,0,537,220
24,0,100,13016842448,13055506586,13108406586,52900000,38664138,322,214
32,0,103,13296821472,13296821472,13379721472,82900000,0,586,286
27,0,102,13368433932,13379721472,13447921472,68200000,11287540,407,350
28,0,102,13519571292,13519571292,13598771292,79200000,0,623,138
29,0,102,13567839603,13598771292,13679621292,80850000,30931689,620,177
33,0,103,13682168688,13682168688,13750168688,68000000,0,530,100
20,0,101,13721679401,13750168688,13818118688,67950000,28489287,475,209
21,0,101,13837596676,13837596676,13906346676,68750000,0,476,223
34,0,103,13857948713,13906346676,13977696676,71350000,48397963,552,123
22,0,101,13886043526,13977696676,14044746676,67050000,91653150,436,269
30,0,102,14050013361,14050013361,14127813361,77800000,0,538,280
25,0,100,14378324606,14378324606,14442574606,64250000,0,427,231
23,0,101,14538011969,14538011969,14615761969,77750000,0,569,217
26,0,100,14554132407,14615761969,14677611969,61850000,61629562,393,251
35,0,103,14672733231,14677611969,14775911969,98300000,4878738,748,270
27,0,100,14843582190,14843582190,14924182190,80600000,0,572,268
31,0,102,15282573449,15282573449,15366623449,84050000,0,585,311
24,0,101,15323684581,15366623449,15447473449,80850000,42938868,587,243
28,0,100,15693474883,15693474883,15749124883,55650000,0,359,195
29,0,100,15882637213,15882637213,15955287213,72650000,0,544,165
25,0,101,16360649198,16360649198,16447799198,87150000,0,646,251
32,0,102,16368735044,16447799198,16514399198,66600000,79064154,446,240
