req_id,src_gs_idx,t_emit_ns,L_in,L_out
89,2,9017928277,2372,8
90,2,9041028772,555,262
91,2,9196307500,4206,295
92,2,9229319369,3597,505
93,2,9325497966,2180,165
94,2,9362546205,404,66
95,2,9377377047,1101,39
96,2,9393786733,1907,62
97,2,9403095015,6669,10
98,2,9484971041,755,8
99,2,9638783011,381,173
100,2,9664173622,157,10
101,2,9805085050,341,207
102,2,10079970897,1571,20
103,2,10297996014,1699,398
104,2,10707474186,1107,97
105,2,10842560008,2132,693
106,2,10992190919,1393,86
107,2,11037030292,141,73
108,2,11077496662,396,203
109,2,11236154719,378,211
110,2,11351700715,4026,407
111,2,11389066667,283,199
112,2,11418365484,250,50
113,2,11675954763,705,204
114,2,11707501503,694,208
115,2,11789079115,1457,213
116,2,11850591627,2825,38
117,2,11860909056,11883,151
118,2,11883059826,379,73
119,2,12197907968,1230,212
120,2,12288110587,6595,13
121,2,12314195285,1051,1
122,2,12412565413,1208,529
123,2,12499777385,3936,276
124,2,12544028884,700,49
125,2,13028276281,261,49
126,2,13119066614,770,6
127,2,13341998479,1384,27
128,2,13343450033,3164,318
129,2,13354567124,133,9
130,2,13819547663,348,79
131,2,13857682250,320,210
132,2,13882161593,27627,311
133,2,13956563692,5359,27
134,2,14362931235,7834,10
135,2,14481123213,1675,144
136,2,14532237541,1510,26
137,2,14593549222,353,135
138,2,14711319619,989,384
139,2,14903160741,22898,136
140,2,14941800000,222,8
141,2,15131745330,3759,10
142,2,15176838628,5934,10
143,2,15208336234,160,16
144,2,15256702647,3852,124
145,2,15260400642,814,63
146,2,15392565863,1139,118
147,2,15410372354,1393,91
148,2,15420625902,1150,52
149,2,15619442308,3503,245
150,2,15647841747,1280,19
151,2,15759723881,2037,329
152,2,15903922650,788,8
153,2,15973725957,9728,16
154,2,15999521567,1597,544
155,2,16093490388,5097,549
156,2,16126434700,1872,205
157,2,16460506342,117,12
158,2,16499655484,1169,73
159,2,16582595711,1788,32
160,2,16719315862,963,78
161,2,16874227961,3817,223
162,2,17160338514,537,213
163,2,17291469860,521,4
164,2,17299581244,1763,14
165,2,17326058966,369,34
166,2,17434575480,3849,178
167,2,17559206613,222,9
168,2,17652157200,3995,355
169,2,17675283000,669,54
170,2,17706648148,3669,202
171,2,17985017217,740,1
172,2,18216350071,101,16
173,2,18356981477,1164,97
174,2,18500364285,226,14
175,2,18571291676,1169,63
176,2,18683675611,157,18
177,2,18710231188,982,212
178,2,19052373864,3577,203
179,2,19734107719,3849,289
180,2,19813232193,1107,89
181,2,19944566720,1139,100
182,2,20042699187,285,64
183,2,20093180044,741,8
184,2,20111836451,695,337
185,2,20252613177,1139,76
186,2,20336482139,343,56
187,2,20715631454,420,182
188,2,20845690010,1265,90
189,2,20923983801,2140,141
190,2,21005589618,2372,8
191,2,21109324986,188,2
192,2,21113480012,1154,61
193,2,21231130751,3888,164
194,2,21375436001,317,216
195,2,21388202539,11677,111
196,2,21429728582,357,534
197,2,21623406781,665,47
198,2,21744808807,300,201
199,2,21975026124,60,2
200,2,22408205462,3356,10
201,2,22479367172,694,9
202,2,22687173500,1425,31
203,2,22950883719,9683,10
204,2,22957073325,899,240
205,2,22999010388,246,17
206,2,23008758518,425,249
207,2,23036763836,5793,3
208,2,23194013630,3546,43
209,2,23226197001,2609,329
210,2,23346323887,764,83
211,2,23512383945,798,208
212,2,23635616806,2544,19
213,2,23704160271,1528,290
214,2,23795167958,671,208
215,2,23798412111,2370,11
216,2,23817587168,2027,96
217,2,23865797050,364,118
218,2,24056736322,1740,217
219,2,24124500436,587,16
220,2,24183566149,1063,356
221,2,24184151140,1494,218
222,2,24334687129,1833,8
223,2,24434931394,2502,224
224,2,24915290869,428,93
225,2,25100845560,1275,278
226,2,25107208183,1219,463
227,2,25231070655,2803,248
228,2,25268175237,782,53
229,2,25282147138,342,44
230,2,25318542540,312,131
231,2,25337830630,1139,73
232,2,25407808614,351,94
233,2,25416555609,882,215
234,2,25441722640,151,3
235,2,25477627687,1101,86
236,2,25669368737,861,68
237,2,26176411919,1139,88
238,2,26184547923,719,22
239,2,26465288646,602,73
240,2,26524696532,55540,1
241,2,26609788097,343,124
242,2,26693973096,3789,58
243,2,27059228532,5339,291
244,2,27593349657,401,218
245,2,27706284510,4574,37
246,2,27791075230,296,74
247,2,27884765447,1446,89
248,2,27888241235,688,55
249,2,27902891370,470,114
250,2,27956761506,445,15
251,2,28014665575,561,43
252,2,28015472991,770,6
253,2,28020178579,4758,10
254,2,28058273157,137,14
255,2,28149443891,741,8
256,2,28441086748,1234,219
257,2,28467688910,1205,225
258,2,28486676022,2846,307
259,2,28568146600,728,2
260,2,28606676889,1005,28
261,2,28761958041,37804,454
262,2,28770931792,155,11
263,2,28839944980,495,207
264,2,28849652978,532,69
265,2,29124883389,178,24
266,2,29318042916,250,32
267,2,29446500126,1947,518
268,2,29475419171,1120,46
269,2,29547155378,1210,22
270,2,29548912340,9693,28
271,2,29664807441,9724,25
272,2,29758823148,22898,101
