4,947761108,147000000
4,1101053594,147875000
4,1103347994,148890625
4,1105642395,150029296
4,1107936796,151275634
4,1110231197,152741179
4,1254303059,172023531
4,1256597462,169895589
4,1258891863,168033640
4,1261186263,166529435
4,1263480662,165463255
4,1265775063,164530348
4,1268069464,163714054
4,1407552701,180374797
4,1409847102,177202947
4,1412141503,174552578
4,1414435904,172483505
4,1416730305,170673066
4,1419024706,169088932
4,1421319106,167952815
4,1423613507,166958713
4,1425907908,166088873
4,1428202309,165702763
4,1430496710,165239917
4,1561949725,163834927
4,1564244127,162980561
4,1566538527,162232990
4,1568832928,161453866
4,1571127329,161147132
4,1573421729,160878740
4,1575716130,160643897
4,1578010531,160813409
4,1580304931,160836732
4,1582599333,160857140
4,1584893734,161124997
4,1587188134,161484372
4,1589482534,161798825
4,1591776935,162323971
4,1594071336,162783474
4,1596365737,163185539
4,1715199734,178412346
4,1717494134,175610802
4,1719788534,173034451
4,1722082935,171155144
4,1724377336,169510751
4,1726671737,168071907
4,1728966138,167062918
4,1731260538,166180053
4,1733554938,165407546
4,1735849339,164981602
4,1738143740,164733901
4,1740438142,164392163
4,1742732543,164343142
4,1745026944,164425249
4,1747321344,164497092
4,1749615745,164809955
4,1751910146,165083710
4,1754204546,165323246
4,1756498948,165782840
4,1758793349,166184985
4,1761087750,166661861
4,1763382150,167329128
4,1765676551,167787987
4,1767970952,168189488
4,1868449926,181165802
4,1870744328,177895076
4,1873038730,175158191
4,1875333130,173013417
4,1877627531,171136739
4,1879921932,169369646
4,1882216332,168198440
4,1884510734,167173635
4,1886805134,166276930
4,1889099536,165867313
4,1891393936,165508898
4,1893688337,165070285
4,1895982738,164936499
4,1898277138,164944436
4,1900571540,164951381
4,1902865942,165207458
4,1905160342,165431525
4,1907454742,165627584
4,1909749142,166049136
4,1912043543,166542994
4,1914337945,166850119
4,1916632346,167368854
4,1918926747,167822747
4,1921221147,168344903
4,1923515547,169051790
4,1925809949,169670316
4,1928104351,170211526
4,1930398750,170935085
4,1932693150,171568199
4,1934987551,172122174
4,1935590752,172731902
4,1935633952,172731902
