0,60,64,256000,100000000,997434610,897434610,256000,YES,tokyo_to_ny_gs2gs_regression
1,60,2,512000,200000000,1317035137,1117035137,512000,YES,tokyo_to_compute_plane0
2,61,22,512000,300000000,1618090339,1318090339,512000,YES,mumbai_to_compute_plane2
3,62,42,512000,400000000,1234048937,834048937,512000,YES,shanghai_to_compute_plane4
4,32,63,256000,800000000,1935633952,1135633952,256000,YES,compute_plane3_to_saopaulo_response
