req_id,gs_node_id,response_pkt_id,total_response_pkts,t_response_emit_ns,t_response_recv_ns,network_return_delay_ns,src_compute_sat_id,L_in,L_out
0,62,0,2,654922460,654922460,0,-1,4000,167
0,62,1,2,654922460,654922460,0,-1,4000,167
1,62,0,2,1086371200,1086371200,0,-1,4000,395
1,62,1,2,1086371200,1086574383,203183,-1,4000,395
2,62,0,2,1418213466,1418213466,0,-1,3038,361
2,62,1,2,1418213466,1418307833,94367,-1,3038,361
3,62,0,2,1515461572,1515461572,0,-1,790,194
3,62,1,2,1515461572,1515461572,0,-1,790,194
5,62,0,2,1642085402,1642085402,0,-1,1139,77
5,62,1,2,1642085402,1642085402,0,-1,1139,77
4,62,0,2,2029531562,2029531562,0,-1,3714,114
4,62,1,2,2029531562,2029531562,0,-1,3714,114
6,62,0,2,2288022753,2288022753,0,-1,2394,171
6,62,1,2,2288022753,2288022753,0,-1,2394,171
7,62,0,2,2333842109,2333842109,0,-1,124,435
7,62,1,2,2333842109,2334173291,331182,-1,124,435
8,62,0,2,2757506240,2757506240,0,-1,4000,285
8,62,1,2,2757506240,2757506240,0,-1,4000,285
9,62,0,2,3184130330,3184130330,0,-1,4000,325
9,62,1,2,3184130330,3184130330,0,-1,4000,325
10,62,0,2,3619212216,3619212216,0,-1,4000,498
10,62,1,2,3619212216,3619744983,532767,-1,4000,498
11,62,0,2,4040505833,4040505833,0,-1,4000,228
11,62,1,2,4040505833,4040505833,0,-1,4000,228
12,62,0,2,4173713309,4173713309,0,-1,1154,185
12,62,1,2,4173713309,4173713309,0,-1,1154,185
13,62,0,2,4293153749,4293153749,0,-1,962,252
13,62,1,2,4293153749,4293153749,0,-1,962,252
14,62,0,2,4405091534,4405091534,0,-1,1043,1
14,62,1,2,4405091534,4405091534,0,-1,1043,1
16,62,0,2,4503827278,4503827278,0,-1,720,281
16,62,1,2,4503827278,4503827278,0,-1,720,281
15,62,0,2,4913097365,4913097365,0,-1,3956,107
15,62,1,2,4913097365,4913097365,0,-1,3956,107
