req_id,gs_node_id,response_pkt_id,total_response_pkts,t_response_emit_ns,t_response_recv_ns,network_return_delay_ns,src_compute_sat_id,L_in,L_out
0,64,0,2,320337717,320337717,0,-1,1367,217
0,64,1,2,320337717,320337717,0,-1,1367,217
1,64,0,2,397284603,397284603,0,-1,85,182
1,64,1,2,397284603,397284603,0,-1,85,182
2,64,0,2,551582271,551582271,0,-1,1014,181
2,64,1,2,551582271,551582271,0,-1,1014,181
3,64,0,2,684279548,684279548,0,-1,1010,413
3,64,1,2,684279548,684540329,260781,-1,1010,413
4,64,0,2,819275606,819275606,0,-1,757,437
4,64,1,2,819275606,819613189,337583,-1,757,437
5,64,0,2,1306373719,1306373719,0,-1,4000,194
5,64,1,2,1306373719,1306373719,0,-1,4000,194
6,64,0,2,1331388062,1331388062,0,-1,162,1
6,64,1,2,1331388062,1331388062,0,-1,162,1
7,64,0,2,1720092439,1720092439,0,-1,3627,284
7,64,1,2,1720092439,1720092439,0,-1,3627,284
9,64,0,2,1787867242,1787867242,0,-1,526,124
9,64,1,2,1787867242,1787867242,0,-1,526,124
8,64,0,2,2164958612,2164958612,0,-1,3640,69
8,64,1,2,2164958612,2164958612,0,-1,3640,69
10,64,0,2,2259471757,2259471757,0,-1,708,251
10,64,1,2,2259471757,2259471757,0,-1,708,251
11,64,0,2,2318861502,2318861502,0,-1,356,273
11,64,1,2,2318861502,2318861502,0,-1,356,273
12,64,0,2,2732408625,2732408625,0,-1,4000,94
12,64,1,2,2732408625,2732408625,0,-1,4000,94
13,64,0,2,3146368146,3146368146,0,-1,4000,81
13,64,1,2,3146368146,3146368146,0,-1,4000,81
14,64,0,2,3290405233,3290405233,0,-1,1133,381
14,64,1,2,3290405233,3290563615,158382,-1,1133,381
16,64,0,2,3353251308,3353251308,0,-1,484,118
16,64,1,2,3353251308,3353251308,0,-1,484,118
15,64,0,2,3778055057,3778055057,0,-1,4000,276
15,64,1,2,3778055057,3778055057,0,-1,4000,276
17,64,0,2,3876143318,3876143318,0,-1,898,1
17,64,1,2,3876143318,3876143318,0,-1,898,1
18,64,0,2,3978100020,3978100020,0,-1,784,240
18,64,1,2,3978100020,3978100020,0,-1,784,240
19,64,0,2,4041142037,4041142037,0,-1,283,482
19,64,1,2,4041142037,4041623618,481581,-1,283,482
20,64,0,2,4243995673,4243995673,0,-1,1870,143
20,64,1,2,4243995673,4243995673,0,-1,1870,143
21,64,0,2,4650958124,4650958124,0,-1,3848,232
21,64,1,2,4650958124,4650958124,0,-1,3848,232
22,64,0,2,4800770690,4800770690,0,-1,1272,250
22,64,1,2,4800770690,4800770690,0,-1,1272,250
23,64,0,2,4841064370,4841064370,0,-1,293,46
23,64,1,2,4841064370,4841064370,0,-1,293,46
24,64,0,2,4999746396,4999746396,0,-1,1333,278
24,64,1,2,4999746396,4999746396,0,-1,1333,278
