req_id,gs_node_id,response_pkt_id,total_response_pkts,t_response_emit_ns,t_response_recv_ns,network_return_delay_ns,src_compute_sat_id,L_in,L_out
0,60,0,2,639104808,639104808,0,-1,1688,184
0,60,1,2,639104808,639104808,0,-1,1688,184
1,60,0,2,1305551900,1305551900,0,-1,3654,177
1,60,1,2,1305551900,1305551900,0,-1,3654,177
2,60,0,2,1441439631,1441439631,0,-1,1139,227
2,60,1,2,1441439631,1441439631,0,-1,1139,227
3,60,0,2,1515905393,1515905393,0,-1,636,60
3,60,1,2,1515905393,1515905393,0,-1,636,60
4,60,0,2,1559209649,1559209649,0,-1,283,92
4,60,1,2,1559209649,1559209649,0,-1,283,92
5,60,0,2,1677593258,1677593258,0,-1,1068,44
5,60,1,2,1677593258,1677593258,0,-1,1068,44
6,60,0,2,2094810291,2094810291,0,-1,4000,124
6,60,1,2,2094810291,2094810291,0,-1,4000,124
7,60,0,2,2254788449,2254788449,0,-1,1321,310
7,60,1,2,2254788449,2254788449,0,-1,1321,310
8,60,0,2,2439790538,2439790538,0,-1,1715,119
8,60,1,2,2439790538,2439790538,0,-1,1715,119
9,60,0,2,2482890244,2482890244,0,-1,166,287
9,60,1,2,2482890244,2482890244,0,-1,166,287
10,60,0,2,2899257702,2899257702,0,-1,4000,160
10,60,1,2,2899257702,2899257702,0,-1,4000,160
11,60,0,2,3079953117,3079953117,0,-1,1578,238
11,60,1,2,3079953117,3079953117,0,-1,1578,238
12,60,0,2,3133804230,3133804230,0,-1,263,328
12,60,1,2,3133804230,3133804230,0,-1,263,328
13,60,0,2,3542613425,3542613425,0,-1,4000,48
13,60,1,2,3542613425,3542613425,0,-1,4000,48
14,60,0,2,3675065642,3675065642,0,-1,1139,146
14,60,1,2,3675065642,3675065642,0,-1,1139,146
15,60,0,2,4097508280,4097508280,0,-1,4000,228
15,60,1,2,4097508280,4097508280,0,-1,4000,228
16,60,0,2,4499822048,4499822048,0,-1,3845,171
16,60,1,2,4499822048,4499822048,0,-1,3845,171
17,60,0,2,4634891027,4634891027,0,-1,1147,200
17,60,1,2,4634891027,4634891027,0,-1,1147,200
18,60,0,2,4676987928,4676987928,0,-1,226,192
18,60,1,2,4676987928,4676987928,0,-1,226,192
20,60,0,2,4898092713,4898092713,0,-1,1885,413
20,60,1,2,4898092713,4898353505,260792,-1,1885,413
