recv_time_ns,req_id,packet_id,total_pkts,t_emit_ns,src_node_id,L_in,L_out_expected,recv_node_id
625961081,0,0,1,591515556,62,229,0,42
638972277,1,0,1,604526754,62,282,0,42
672498652,2,0,1,638053135,62,269,0,42
982570937,3,0,1,948125468,62,291,0,42
1057107321,4,0,1,1022661862,62,297,0,42
1465095262,5,0,2,1430649850,62,367,0,42
1466239255,5,1,2,1430649850,62,367,0,42
1632156103,6,0,2,1597710712,62,368,0,42
1633300102,6,1,2,1597710712,62,368,0,42
2225142708,7,0,1,2190697348,62,251,0,42
2402695776,8,0,1,2368250412,62,290,0,42
2532102016,9,0,1,2497656652,62,259,0,42
2690926902,10,0,1,2656481537,62,265,0,42
3052047945,11,0,2,3017602566,62,365,0,42
3053191938,11,1,2,3017602566,62,365,0,42
3183429791,12,0,1,3148984410,62,303,0,42
3196688081,13,0,1,3162242693,62,215,0,42
3274954020,14,0,1,3240508626,62,348,0,42
3460051470,15,0,1,3425606060,62,299,0,42
4032983301,16,0,1,3998537822,62,237,0,42
4152880750,17,0,1,4118435252,62,329,0,42
4188340223,18,0,1,4153894726,62,290,0,42
4341856591,19,0,1,4307411062,62,310,0,42
4363798553,20,0,1,4329353020,62,321,0,42
4586947289,21,0,1,4552501714,62,343,0,42
4917251040,22,0,1,4882805400,62,304,0,42
