recv_time_ns,req_id,packet_id,total_pkts,t_emit_ns,src_node_id,L_in,L_out_expected,recv_node_id
617751459,0,0,3,538383086,63,920,0,32
618895459,0,1,3,538383086,63,920,0,32
620039459,0,2,3,538383086,63,920,0,32
720172041,1,0,2,640803613,63,677,0,32
721316042,1,1,2,640803613,63,677,0,32
800843561,2,0,2,721475086,63,529,0,32
801987562,2,1,2,721475086,63,529,0,32
888272365,3,0,2,808903841,63,599,0,32
889416366,3,1,2,808903841,63,599,0,32
1218925237,4,0,2,1139556523,63,534,0,32
1220069237,4,1,2,1139556523,63,534,0,32
1245072516,5,0,2,1165703787,63,661,0,32
1246216516,5,1,2,1165703787,63,661,0,32
1268226442,6,0,2,1188857700,63,437,0,32
1269370443,6,1,2,1188857700,63,437,0,32
1437168265,7,0,2,1357799424,63,569,0,32
1438312266,7,1,2,1357799424,63,569,0,32
1439456267,8,0,2,1358833975,63,545,0,32
1440600268,8,1,2,1358833975,63,545,0,32
1468154190,9,0,3,1388785332,63,737,0,32
1469298191,9,1,3,1388785332,63,737,0,32
1470442192,9,2,3,1388785332,63,737,0,32
1494199603,10,0,2,1414830729,63,602,0,32
1495343604,10,1,2,1414830729,63,602,0,32
1528922997,11,0,2,1449554102,63,693,0,32
1530066998,11,1,2,1449554102,63,693,0,32
1547278529,12,0,3,1467909624,63,711,0,32
1548422530,12,1,3,1467909624,63,711,0,32
1549566531,12,2,3,1467909624,63,711,0,32
1645046195,13,0,2,1565677232,63,544,0,32
1646190196,13,1,2,1565677232,63,544,0,32
1651864657,14,0,2,1572495689,63,573,0,32
1653008657,14,1,2,1572495689,63,573,0,32
1654152657,15,0,2,1573557677,63,366,0,32
1655296658,15,1,2,1573557677,63,366,0,32
1674173102,16,0,2,1594804122,63,550,0,32
1675317103,16,1,2,1594804122,63,550,0,32
1936214893,17,0,2,1856845755,63,430,0,32
1937358893,17,1,2,1856845755,63,430,0,32
1943470941,18,0,2,1864101798,63,610,0,32
1944614942,18,1,2,1864101798,63,610,0,32
2193411811,19,0,2,2114042514,63,382,0,32
2194555812,19,1,2,2114042514,63,382,0,32
2368142355,20,0,3,2288772950,63,768,0,32
2369286356,20,1,3,2288772950,63,768,0,32
2370430357,20,2,3,2288772950,63,768,0,32
2417361220,21,0,3,2337991783,63,720,0,32
2418505221,21,1,3,2337991783,63,720,0,32
2419649222,21,2,3,2337991783,63,720,0,32
2472095737,22,0,3,2392726266,63,753,0,32
2473239737,22,1,3,2392726266,63,753,0,32
2474383739,22,2,3,2392726266,63,753,0,32
2584581168,23,0,2,2505211627,63,416,0,32
2585725169,23,1,2,2505211627,63,416,0,32
2908301033,24,0,2,2828931284,63,581,0,32
2909445035,24,1,2,2828931284,63,581,0,32
3162423293,25,0,3,3083053377,63,765,0,32
3163567293,25,1,3,3083053377,63,765,0,32
3164711294,25,2,3,3083053377,63,765,0,32
3165855295,26,0,2,3083490262,63,548,0,32
3166999295,26,1,2,3083490262,63,548,0,32
3243288645,27,0,3,3163918677,63,774,0,32
3244432646,27,1,3,3163918677,63,774,0,32
3245576647,27,2,3,3163918677,63,774,0,32
3697240454,28,0,3,3617870183,63,904,0,32
3698384456,28,1,3,3617870183,63,904,0,32
3699528457,28,2,3,3617870183,63,904,0,32
3875058120,29,0,2,3795687727,63,508,0,32
3876202121,29,1,2,3795687727,63,508,0,32
3956400353,30,0,2,3877029903,63,569,0,32
3957544353,30,1,2,3877029903,63,569,0,32
3981982181,31,0,2,3902611715,63,450,0,32
3983126182,31,1,2,3902611715,63,450,0,32
4326347165,32,0,2,4246976459,63,486,0,32
4327491166,32,1,2,4246976459,63,486,0,32
4364385742,33,0,3,4285015008,63,816,0,32
4365529743,33,1,3,4285015008,63,816,0,32
4366673744,33,2,3,4285015008,63,816,0,32
4599604510,34,0,2,4520233610,63,410,0,32
4600748511,34,1,2,4520233610,63,410,0,32
4731954943,35,0,3,4652583948,63,713,0,32
4733098944,35,1,3,4652583948,63,713,0,32
4734242945,35,2,3,4652583948,63,713,0,32
