recv_time_ns,req_id,packet_id,total_pkts,t_emit_ns,src_node_id,L_in,L_out_expected,recv_node_id
418590598,0,0,3,350582830,61,912,0,22
419734601,0,1,3,350582830,61,912,0,22
420878600,0,2,3,350582830,61,912,0,22
443695822,1,0,4,375687994,61,1071,0,22
444839822,1,1,4,375687994,61,1071,0,22
445983824,1,2,4,375687994,61,1071,0,22
447127831,1,3,4,375687994,61,1071,0,22
461870717,2,0,2,393862849,61,579,0,22
463014724,2,1,2,393862849,61,579,0,22
509465199,3,0,3,441457214,61,768,0,22
510609202,3,1,3,441457214,61,768,0,22
511753204,3,2,3,441457214,61,768,0,22
597549970,4,0,3,529541776,61,935,0,22
598693972,4,1,3,529541776,61,935,0,22
599837972,4,2,3,529541776,61,935,0,22
670298125,5,0,3,602289758,61,897,0,22
671442128,5,1,3,602289758,61,897,0,22
672586130,5,2,3,602289758,61,897,0,22
718521332,6,0,3,650512850,61,719,0,22
719665335,6,1,3,650512850,61,719,0,22
720809334,6,2,3,650512850,61,719,0,22
750123075,7,0,3,682114517,61,722,0,22
751267078,7,1,3,682114517,61,722,0,22
752411080,7,2,3,682114517,61,722,0,22
777955392,8,0,3,709946772,61,899,0,22
779099399,8,1,3,709946772,61,899,0,22
780243402,8,2,3,709946772,61,899,0,22
798531548,9,0,2,730522876,61,603,0,22
799675551,9,1,2,730522876,61,603,0,22
838066116,10,0,2,770057347,61,664,0,22
839210118,10,1,2,770057347,61,664,0,22
883621229,11,0,3,815612352,61,876,0,22
884765231,11,1,3,815612352,61,876,0,22
885909231,11,2,3,815612352,61,876,0,22
949702836,12,0,3,881693801,61,822,0,22
950846835,12,1,3,881693801,61,822,0,22
951990838,12,2,3,881693801,61,822,0,22
953401039,13,0,2,885391995,61,442,0,22
954545042,13,1,2,885391995,61,442,0,22
1017534324,14,0,3,949525126,61,772,0,22
1018678326,14,1,3,949525126,61,772,0,22
1019822326,14,2,3,949525126,61,772,0,22
1058235001,15,0,3,990225705,61,860,0,22
1059379003,15,1,3,990225705,61,860,0,22
1060523006,15,2,3,990225705,61,860,0,22
1213979805,16,0,4,1145970137,61,1052,0,22
1215123812,16,1,4,1145970137,61,1052,0,22
1216267814,16,2,4,1145970137,61,1052,0,22
1217411817,16,3,4,1145970137,61,1052,0,22
1259792626,17,0,3,1191782845,61,874,0,22
1260936627,17,1,3,1191782845,61,874,0,22
1262080634,17,2,3,1191782845,61,874,0,22
1273766081,18,0,2,1205756265,61,644,0,22
1274910080,18,1,2,1205756265,61,644,0,22
1278206341,19,0,3,1210196514,61,866,0,22
1279350343,19,1,3,1210196514,61,866,0,22
1280494346,19,2,3,1210196514,61,866,0,22
1358635172,20,0,4,1290625151,61,1093,0,22
1359779174,20,1,4,1290625151,61,1093,0,22
1360923174,20,2,4,1290625151,61,1093,0,22
1362067181,20,3,4,1290625151,61,1093,0,22
1363211184,21,0,4,1294076123,61,1057,0,22
1364355187,21,1,4,1294076123,61,1057,0,22
1365499189,21,2,4,1294076123,61,1057,0,22
1366643191,21,3,4,1294076123,61,1057,0,22
1572949918,22,0,3,1504939380,61,1026,0,22
1574093927,22,1,3,1504939380,61,1026,0,22
1575237929,22,2,3,1504939380,61,1026,0,22
1584115234,23,0,3,1516104663,61,975,0,22
1585259236,23,1,3,1516104663,61,975,0,22
1586403238,23,2,3,1516104663,61,975,0,22
1601047675,24,0,2,1533037064,61,664,0,22
1602191679,24,1,2,1533037064,61,664,0,22
1619472281,25,0,3,1551461626,61,776,0,22
1620616284,25,1,3,1551461626,61,776,0,22
1621760287,25,2,3,1551461626,61,776,0,22
1641308559,26,0,3,1573297850,61,772,0,22
1642452562,26,1,3,1573297850,61,772,0,22
1643596564,26,2,3,1573297850,61,772,0,22
1665603825,27,0,3,1597593057,61,841,0,22
1666747827,27,1,3,1597593057,61,841,0,22
1667891827,27,2,3,1597593057,61,841,0,22
1765912615,28,0,3,1697901605,61,780,0,22
1767056622,28,1,3,1697901605,61,780,0,22
1768200625,28,2,3,1697901605,61,780,0,22
1878851950,29,0,3,1810840663,61,935,0,22
1879995953,29,1,3,1810840663,61,935,0,22
1881139960,29,2,3,1810840663,61,935,0,22
1892066796,30,0,2,1824055472,61,641,0,22
1893210798,30,1,2,1824055472,61,641,0,22
1940409857,31,0,3,1872398416,61,732,0,22
1941553860,31,1,3,1872398416,61,732,0,22
1942697863,31,2,3,1872398416,61,732,0,22
1943841863,32,0,3,1875737077,61,950,0,22
1944985865,32,1,3,1875737077,61,950,0,22
1946129872,32,2,3,1875737077,61,950,0,22
2084704468,33,0,3,2016692671,61,824,0,22
2085848468,33,1,3,2016692671,61,824,0,22
2086992470,33,2,3,2016692671,61,824,0,22
2134924595,34,0,3,2066912678,61,811,0,22
2136068603,34,1,3,2066912678,61,811,0,22
2137212606,34,2,3,2066912678,61,811,0,22
2138356608,35,0,2,2068855116,61,668,0,22
2139500610,35,1,2,2068855116,61,668,0,22
2140644613,36,0,3,2072465729,61,845,0,22
2141788615,36,1,3,2072465729,61,845,0,22
2142932615,36,2,3,2072465729,61,845,0,22
2165294453,37,0,3,2097282457,61,768,0,22
2166438456,37,1,3,2097282457,61,768,0,22
2167582459,37,2,3,2097282457,61,768,0,22
2255610790,38,0,3,2187598571,61,728,0,22
2256754792,38,1,3,2187598571,61,728,0,22
2257898792,38,2,3,2187598571,61,728,0,22
2273048448,39,0,2,2205036185,61,628,0,22
2274192450,39,1,2,2205036185,61,628,0,22
2345121238,40,0,3,2277108797,61,713,0,22
2346265242,40,1,3,2277108797,61,713,0,22
2347409244,40,2,3,2277108797,61,713,0,22
2487853979,41,0,2,2419841187,61,524,0,22
2488997982,41,1,2,2419841187,61,524,0,22
2519972427,42,0,2,2451959555,61,649,0,22
2521116435,42,1,2,2451959555,61,649,0,22
2574324729,43,0,3,2506311717,61,860,0,22
2575468731,43,1,3,2506311717,61,860,0,22
2576612733,43,2,3,2506311717,61,860,0,22
2630066469,44,0,2,2562053318,61,673,0,22
2631210471,44,1,2,2562053318,61,673,0,22
2665195895,45,0,3,2597182657,61,763,0,22
2666339898,45,1,3,2597182657,61,763,0,22
2667483900,45,2,3,2597182657,61,763,0,22
2714843606,46,0,3,2646830248,61,934,0,22
2715987608,46,1,3,2646830248,61,934,0,22
2717131616,46,2,3,2646830248,61,934,0,22
2724343880,47,0,3,2656330493,61,760,0,22
2725487882,47,1,3,2656330493,61,760,0,22
2726631884,47,2,3,2656330493,61,760,0,22
2861345252,48,0,2,2793331522,61,641,0,22
2862489254,48,1,2,2793331522,61,641,0,22
2943725855,49,0,3,2875711919,61,714,0,22
2944869855,49,1,3,2875711919,61,714,0,22
2946013857,49,2,3,2875711919,61,714,0,22
3028947483,50,0,3,2960933336,61,831,0,22
3030091491,50,1,3,2960933336,61,831,0,22
3031235493,50,2,3,2960933336,61,831,0,22
3086992096,51,0,3,3018977802,61,782,0,22
3088136104,51,1,3,3018977802,61,782,0,22
3089280106,51,2,3,3018977802,61,782,0,22
3117507298,52,0,3,3049492923,61,747,0,22
3118651301,52,1,3,3049492923,61,747,0,22
3119795303,52,2,3,3049492923,61,747,0,22
3177274585,53,0,3,3109260058,61,922,0,22
3178418587,53,1,3,3109260058,61,922,0,22
3179562590,53,2,3,3109260058,61,922,0,22
3274782577,54,0,3,3206767805,61,974,0,22
3275926577,54,1,3,3206767805,61,974,0,22
3277070585,54,2,3,3206767805,61,974,0,22
3376556290,55,0,3,3308541258,61,867,0,22
3377700292,55,1,3,3308541258,61,867,0,22
3378844293,55,2,3,3308541258,61,867,0,22
3485604678,56,0,3,3417589369,61,741,0,22
3486748681,56,1,3,3417589369,61,741,0,22
3487892680,56,2,3,3417589369,61,741,0,22
3507800504,57,0,3,3439785142,61,814,0,22
3508944507,57,1,3,3439785142,61,814,0,22
3510088515,57,2,3,3439785142,61,814,0,22
3535705551,58,0,2,3467690114,61,509,0,22
3536849551,58,1,2,3467690114,61,509,0,22
3624978037,59,0,3,3556962376,61,832,0,22
3626122045,59,1,3,3556962376,61,832,0,22
3627266047,59,2,3,3556962376,61,832,0,22
3667974287,60,0,3,3599958516,61,721,0,22
3669118294,60,1,3,3599958516,61,721,0,22
3670262297,60,2,3,3599958516,61,721,0,22
3825093274,61,0,3,3757077095,61,897,0,22
3826237277,61,1,3,3757077095,61,897,0,22
3827381280,61,2,3,3757077095,61,897,0,22
3828525282,62,0,3,3758581234,61,903,0,22
3829669285,62,1,3,3758581234,61,903,0,22
3830813284,62,2,3,3758581234,61,903,0,22
3872123479,63,0,3,3804107179,61,746,0,22
3873267481,63,1,3,3804107179,61,746,0,22
3874411484,63,2,3,3804107179,61,746,0,22
3904788128,64,0,3,3836771745,61,929,0,22
3905932127,64,1,3,3836771745,61,929,0,22
3907076135,64,2,3,3836771745,61,929,0,22
3994584257,65,0,4,3926567643,61,1134,0,22
3995728259,65,1,4,3926567643,61,1134,0,22
3996872259,65,2,4,3926567643,61,1134,0,22
3998016262,65,3,4,3926567643,61,1134,0,22
4058128380,66,0,3,3990111600,61,765,0,22
4059272382,66,1,3,3990111600,61,765,0,22
4060416385,66,2,3,3990111600,61,765,0,22
4104144823,67,0,3,4036127924,61,792,0,22
4105288825,67,1,3,4036127924,61,792,0,22
4106432827,67,2,3,4036127924,61,792,0,22
4129518063,68,0,3,4061501100,61,881,0,22
4130662066,68,1,3,4061501100,61,881,0,22
4131806066,68,2,3,4061501100,61,881,0,22
4249098794,69,0,2,4181081521,61,562,0,22
4250242797,69,1,2,4181081521,61,562,0,22
4282360297,70,0,3,4214342938,61,798,0,22
4283504300,70,1,3,4214342938,61,798,0,22
4284648302,70,2,3,4214342938,61,798,0,22
