req_id,compute_sat_id,t_queue_enter_ns,t_compute_start_ns,t_compute_end_ns,T_compute_ns,T_queue_wait_ns,L_in,L_out
0,42,890716740,890716740,925356740,34640000,0,265,136
1,42,1228162997,1228162997,1260642997,32480000,0,225,162
2,42,1333474863,1333474863,1379154863,45680000,0,373,196
3,42,1454151184,1454151184,1487791184,33640000,0,259,123
4,42,2499025652,2499025652,2538265652,39240000,0,296,189
5,42,2891364577,2891364577,2931004577,39640000,0,331,129
