req_id,gs_node_id,response_pkt_id,total_response_pkts,t_response_emit_ns,t_response_recv_ns,network_return_delay_ns,src_compute_sat_id,L_in,L_out
0,63,0,1,660677114,740045594,79368480,32,721,200
1,63,0,1,1507732882,1587101854,79368972,32,580,277
2,63,0,1,1556372882,1635741883,79369001,32,383,250
3,63,0,1,1625692882,1705061924,79369042,32,682,169
4,63,0,1,2191739783,2271109173,79369390,32,674,259
5,63,0,1,2257779783,2337149213,79369430,32,624,203
6,63,0,1,2837866967,2917236768,79369801,32,560,250
7,63,0,1,2915426967,2994796819,79369852,32,748,243
8,63,0,1,3139877236,3219247236,79370000,32,503,309
9,63,0,1,3404226158,3483596333,79370175,32,582,255
