req_id,compute_sat_id,t_first_arrival_ns,t_last_arrival_ns,D_gather_ns,total_pkts_expected,total_pkts_received,src_node_id,L_in,L_out_expected,t_emit_ns
0,3,378761256,381434854,2673598,2,2,103,1134,0,135636531
1,3,552795948,552795948,0,2,2,103,312,0,310291332
2,3,571144722,575451916,4307194,2,2,103,1017,0,327022054
3,3,577573870,580263468,2689598,2,2,103,1139,0,334466559
4,3,591654959,591654959,0,2,2,103,161,0,352536392
5,3,740180599,744305396,4124797,2,2,103,1574,0,485500498
6,3,861449556,866980752,5531196,2,2,103,2000,0,617709435
7,3,883137328,888668524,5531196,2,2,103,2000,0,640056740
8,3,976144421,979515618,3371197,2,2,103,1352,0,733071965
9,3,1032172447,1032172447,0,2,2,103,339,0,788701757
10,3,1034904098,1036769697,1865599,2,2,103,895,0,791836768
11,3,1056760032,1061414428,4654396,2,2,103,1726,0,813694615
12,3,1081618494,1083887292,2268798,2,2,103,1021,0,838555261
13,3,1201471506,1202257106,785600,2,2,103,571,0,953824515
14,3,1445885683,1446079282,193599,2,2,103,386,0,1202854243
15,3,1537503998,1543035194,5531196,2,2,103,2000,0,1294480564
16,3,1761668980,1761668980,0,2,2,103,250,0,1520658835
17,3,1826518299,1828367898,1849599,2,2,103,890,0,1583520062
18,3,1887647852,1887713452,65600,2,2,103,346,0,1644654939
19,3,1993023705,1995610903,2587198,2,2,103,1107,0,1742943424
20,3,2124323211,2124323211,0,2,2,103,250,0,1883344685
21,3,2214914121,2217083719,2169598,2,2,103,990,0,1971949699
22,3,2336773027,2342304223,5531196,2,2,103,2000,0,2093819211
23,3,2344506964,2346455762,1948798,2,2,103,921,0,2099616929
24,3,2387839341,2389304939,1465598,2,2,103,770,0,2144889972
25,3,2390495338,2390688937,193599,2,2,103,386,0,2147118011
26,3,2416925455,2421867850,4942395,2,2,103,1816,0,2173978607
27,3,2491427365,2496958561,5531196,2,2,103,2000,0,2248487009
28,3,2533381425,2538112620,4731195,2,2,103,1750,0,2290444721
29,3,2586489227,2588134025,1644798,2,2,103,826,0,2339028983
30,3,2661575583,2662178783,603200,2,2,103,514,0,2417865359
31,3,2670378682,2677106674,6727992,2,2,103,2000,0,2427453888
32,3,2844231513,2844370713,139200,2,2,103,369,0,2601321811
33,3,2964314288,2964507887,193599,2,2,103,386,0,2719369000
34,3,3052725638,3052725638,0,2,2,103,248,0,2811872593
35,3,3170065542,3171630341,1564799,2,2,103,801,0,2927184113
36,3,3216375353,3216375353,0,2,2,103,112,0,2978583152
37,3,3336208344,3341041939,4833595,2,2,103,1782,0,3085519790
38,3,3567843641,3573374837,5531196,2,2,103,2000,0,3324996687
39,3,3574565236,3580096432,5531196,2,2,103,2000,0,3330421047
40,3,3697048268,3699339467,2291199,2,2,103,1028,0,3454212504
41,3,3774456357,3782169941,7713584,2,2,103,2000,0,3531627298
42,3,3796766833,3799003632,2236799,2,2,103,1011,0,3553939703
43,3,3946712702,3949261500,2548798,2,2,103,1095,0,3691167461
44,3,3962722730,3962722730,0,2,2,103,248,0,3721948525
45,3,4008103655,4010572453,2468798,2,2,103,1070,0,3765294819
46,3,4102429762,4108714550,6284788,2,2,103,1251,0,3859467884
47,3,4159771789,4159965388,193599,2,2,103,386,0,3916976055
48,3,4297348472,4302879668,5531196,2,2,103,2000,0,4054564633
49,3,4368441238,4368441238,0,2,2,103,298,0,4126582017
50,3,4373819320,4373819320,0,2,2,103,312,0,4131646931
51,3,4384764163,4387453761,2689598,2,2,103,1139,0,4141987866
52,3,4643331833,4643525432,193599,2,2,103,386,0,4400577865
53,3,4746141088,4746141088,0,2,2,103,71,0,4509399668
54,3,4936767279,4937980078,1212799,2,2,103,691,0,4694038621
55,3,5102456349,5107184345,4727996,2,2,103,1749,0,4858794475
56,3,5271650899,5271716499,65600,2,2,103,346,0,5027576850
57,3,5337701723,5339650521,1948798,2,2,103,921,0,5095007599
58,3,5391643980,5394039178,2395198,2,2,103,1047,0,5148954482
59,3,5485378680,5487327478,1948798,2,2,103,921,0,5242697243
60,3,5517473187,5517473187,0,2,2,103,247,0,5276855466
61,3,5558489292,5564020488,5531196,2,2,103,2000,0,5307309469
62,3,5977299805,5979239003,1939198,2,2,103,918,0,5734660647
63,3,6102526526,6105848121,3321595,2,2,103,1322,0,5859898103
64,3,6107038520,6108904119,1865599,2,2,103,895,0,5864310775
65,3,6115210992,6117791790,2580798,2,2,103,1105,0,5872583675
66,3,6282200465,6286600461,4399996,2,2,103,1660,0,6033809551
67,3,6333077578,6333271177,193599,2,2,103,386,0,6090468941
68,3,6365734134,6371265330,5531196,2,2,103,2000,0,6123128304
69,3,6427397669,6433896862,6499193,2,2,103,2000,0,6184797107
70,3,6545791163,6547739961,1948798,2,2,103,921,0,6303200759
71,3,6548930360,6550795959,1865599,2,2,103,895,0,6303931554
72,3,6598287486,6603209077,4921591,2,2,103,1796,0,6345251673
73,3,6675315001,6675918201,603200,2,2,103,514,0,6432735687
74,3,6767590037,6769820436,2230399,2,2,103,1009,0,6516456960
75,3,6859338682,6861204281,1865599,2,2,103,895,0,6616775115
76,3,6892504288,6894045084,1540796,2,2,103,779,0,6649943556
77,3,7015764070,7015957669,193599,2,2,103,386,0,6773213894
78,3,7259707251,7265776039,6068788,2,2,103,2000,0,7016329633
79,3,7306237594,7308927192,2689598,2,2,103,1139,0,7063712244
80,3,7390370805,7395902001,5531196,2,2,103,2000,0,7147852629
81,3,7482790932,7484656531,1865599,2,2,103,895,0,7240280654
82,3,7631444534,7634242931,2798397,2,2,103,1173,0,7387747685
83,3,8262481597,8268012793,5531196,2,2,103,2000,0,8020037791
84,3,8270960801,8275210398,4249597,2,2,103,1613,0,8028517705
85,3,8303509672,8305333670,1823998,2,2,103,882,0,8061069355
86,3,8411606087,8416452482,4846395,2,2,103,1786,0,8169174967
87,3,8472283749,8478800536,6516787,2,2,103,2000,0,8229857772
