req_id,compute_sat_id,t_first_arrival_ns,t_last_arrival_ns,D_gather_ns,total_pkts_expected,total_pkts_received,src_node_id,L_in,L_out_expected,t_emit_ns
0,1,182977625,183347220,369595,2,2,101,441,0,11957295
1,1,478259497,483368267,5108770,2,2,101,1868,0,307274852
2,1,562145339,564834921,2689582,2,2,101,1139,0,391170823
3,1,618476738,624007909,5531171,2,2,101,2000,0,447509019
4,1,669795511,675326682,5531171,2,2,101,2000,0,498834013
5,1,966307130,971838301,5531171,2,2,101,2000,0,795381423
6,1,1695339435,1698077015,2737580,2,2,101,1154,0,1524501690
7,1,2015986885,2021518057,5531172,2,2,101,2000,0,1845187820
8,1,2026026495,2027975285,1948790,2,2,101,921,0,1855228644
9,1,2258577949,2261440335,2862386,2,2,101,1193,0,2087808117
10,1,2555864007,2561395178,5531171,2,2,101,2000,0,2385129997
11,1,2627627176,2627627176,0,2,2,101,138,0,2460118158
12,1,2838793076,2838793076,0,2,2,101,322,0,2668365146
13,1,3269597720,3275128895,5531175,2,2,101,2000,0,3098949598
14,1,3778694204,3778694204,0,2,2,101,193,0,3610443528
15,1,3920825504,3923787089,2961585,2,2,101,1224,0,3750255673
16,1,3938485826,3944016998,5531172,2,2,101,2000,0,3767918090
17,1,4390356078,4391658465,1302387,2,2,101,719,0,4219842625
18,1,4406338431,4411869602,5531171,2,2,101,2000,0,4235826897
19,1,4507257708,4510062490,2804782,2,2,101,1175,0,4332126517
20,1,4902745735,4905662520,2916785,2,2,101,1210,0,4732293783
21,1,4940873277,4946404448,5531171,2,2,101,2000,0,4770425900
22,1,4998637385,4999115780,478395,2,2,101,475,0,4828196936
23,1,5005973021,5008595406,2622385,2,2,101,1118,0,4835533439
24,1,5062001959,5064352345,2350386,2,2,101,1033,0,4891569090
25,1,5225614832,5225614832,0,2,2,101,132,0,5058513937
26,1,5478696698,5478749493,52795,2,2,101,342,0,5308313796
27,1,5537665483,5542815858,5150375,2,2,101,1881,0,5367289649
28,1,5857009112,5862540284,5531172,2,2,101,2000,0,5686671509
