req_id,compute_sat_id,src_node_id,t_queue_enter_ns,t_compute_start_ns,t_compute_end_ns,T_compute_ns,T_queue_wait_ns,L_in,L_out
0,1,101,183347220,183347220,250247220,66900000,0,441,256
1,1,101,483368267,483368267,687468267,204100000,0,1868,146
2,1,101,564834921,687468267,817018267,129550000,122633346,1139,113
3,1,101,624007909,817018267,1039368267,222350000,193010358,2000,247
4,1,101,675326682,1039368267,1257018267,217650000,364041585,2000,153
5,1,101,971838301,1257018267,1480918267,223900000,285179966,2000,278
6,1,101,1698077015,1698077015,1827477015,129400000,0,1154,80
7,1,101,2021518057,2021518057,2250668057,229150000,0,2000,383
8,1,101,2027975285,2250668057,2367418057,116750000,222692772,921,293
9,1,101,2261440335,2367418057,2505718057,138300000,105977722,1193,180
10,1,101,2561395178,2561395178,2778095178,216700000,0,2000,134
11,1,101,2627627176,2778095178,2810795178,32700000,150468002,138,178
12,1,101,2838793076,2838793076,2882743076,43950000,0,322,35
13,1,101,3275128895,3275128895,3492378895,217250000,0,2000,145
14,1,101,3778694204,3778694204,3813894204,35200000,0,193,118
15,1,101,3923787089,3923787089,4071237089,147450000,0,1224,301
16,1,101,3944016998,4071237089,4294437089,223200000,127220091,2000,264
17,1,101,4391658465,4391658465,4482808465,91150000,0,719,185
18,1,101,4411869602,4482808465,4711658465,228850000,70938863,2000,377
19,1,101,4510062490,4711658465,4851808465,140150000,201595975,1175,253
20,1,101,4905662520,4905662520,5041862520,136200000,0,1210,104
21,1,101,4946404448,5041862520,5264662520,222800000,95458072,2000,256
22,1,101,4999115780,5264662520,5327412520,62750000,265546740,475,105
23,1,101,5008595406,5327412520,5454912520,127500000,318817114,1118,114
24,1,101,5064352345,5454912520,5574412520,119500000,390560175,1033,124
25,1,101,5225614832,5574412520,5610862520,36450000,348797688,132,265
26,1,101,5478749493,5610862520,5671712520,60850000,132113027,342,333
27,1,101,5542815858,5671712520,5883162520,211450000,128896662,1881,267
28,1,101,5862540284,5883162520,6094212520,211050000,20622236,2000,21
29,1,101,5979921862,6094212520,6141612520,47400000,114290658,320,108
30,1,101,6015751899,6141612520,6197412520,55800000,125860621,314,288
31,1,101,6175126952,6197412520,6415412520,218000000,22285568,2000,160
32,1,101,6389702129,6415412520,6453462520,38050000,25710391,185,191
33,1,101,6465033431,6465033431,6600083431,135050000,0,1139,223
34,1,101,6515315123,6600083431,6735533431,135450000,84768308,1127,255
35,1,101,6549051653,6735533431,6803183431,67650000,186481778,381,391
36,1,101,6639724195,6803183431,6923633431,120450000,163459236,1066,77
37,1,101,7140363810,7140363810,7276713810,136350000,0,1156,215
38,1,101,7467006508,7467006508,7692706508,225700000,0,2000,314
39,1,101,7690339615,7692706508,7822456508,129750000,2366893,1182,31
40,1,101,7712036603,7822456508,8037706508,215250000,110419905,2000,105
41,1,101,7740804364,8037706508,8258256508,220550000,296902144,2000,211
