100,0,2,500,100,1,2000,200,50,1,1000,4,1400,500000000,29500000000
101,1,2,500,100,1,2000,200,50,1,1000,4,1400,500000000,29500000000
102,2,2,500,100,1,2000,200,50,1,1000,4,1400,500000000,29500000000
103,3,2,500,100,1,2000,200,50,1,1000,4,1400,500000000,29500000000
104,4,2,500,100,1,2000,200,50,1,1000,4,1400,500000000,29500000000
